GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Under .50,Margin of Error; Total: - Under .50,Estimate; Total: - .50 to .99,Margin of Error; Total: - .50 to .99,Estimate; Total: - 1.00 to 1.24,Margin of Error; Total: - 1.00 to 1.24,Estimate; Total: - 1.25 to 1.49,Margin of Error; Total: - 1.25 to 1.49,Estimate; Total: - 1.50 to 1.84,Margin of Error; Total: - 1.50 to 1.84,Estimate; Total: - 1.85 to 1.99,Margin of Error; Total: - 1.85 to 1.99,Estimate; Total: - 2.00 and over,Margin of Error; Total: - 2.00 and over
1500000US110010010011,110010010011,"Block Group 1, Census Tract 10.01, District of Columbia, District of Columbia",943,262,17,32,24,39,0,12,0,12,0,12,0,12,902,232
1500000US110010010012,110010010012,"Block Group 2, Census Tract 10.01, District of Columbia, District of Columbia",2099,309,71,75,0,12,28,34,0,12,45,40,32,35,1923,289
1500000US110010010013,110010010013,"Block Group 3, Census Tract 10.01, District of Columbia, District of Columbia",1069,212,0,12,13,19,0,12,0,12,0,12,0,12,1056,210
1500000US110010010014,110010010014,"Block Group 4, Census Tract 10.01, District of Columbia, District of Columbia",1557,315,70,66,28,36,20,29,17,25,0,12,0,12,1422,345
1500000US110010010015,110010010015,"Block Group 5, Census Tract 10.01, District of Columbia, District of Columbia",1032,264,107,115,17,28,0,12,0,12,0,12,0,12,908,271
1500000US110010010016,110010010016,"Block Group 6, Census Tract 10.01, District of Columbia, District of Columbia",965,227,0,12,22,36,0,12,0,12,0,12,32,49,911,224
1500000US110010010021,110010010021,"Block Group 1, Census Tract 10.02, District of Columbia, District of Columbia",1345,412,712,310,126,65,47,47,39,61,9,15,197,316,215,172
1500000US110010010022,110010010022,"Block Group 2, Census Tract 10.02, District of Columbia, District of Columbia",1521,275,88,78,37,43,0,12,27,31,0,12,26,43,1343,260
1500000US110010010023,110010010023,"Block Group 3, Census Tract 10.02, District of Columbia, District of Columbia",895,261,0,12,37,42,0,12,0,12,0,12,50,78,808,269
1500000US110010011001,110010011001,"Block Group 1, Census Tract 11, District of Columbia, District of Columbia",1969,312,27,31,0,12,0,12,29,33,0,12,0,12,1913,321
1500000US110010011002,110010011002,"Block Group 2, Census Tract 11, District of Columbia, District of Columbia",1387,309,77,93,70,89,0,12,0,12,0,12,0,12,1240,312
1500000US110010011003,110010011003,"Block Group 3, Census Tract 11, District of Columbia, District of Columbia",814,268,34,52,0,12,0,12,0,12,0,12,0,12,780,250
1500000US110010011004,110010011004,"Block Group 4, Census Tract 11, District of Columbia, District of Columbia",768,240,5,5,26,39,0,12,0,12,32,53,0,12,705,256
1500000US110010012001,110010012001,"Block Group 1, Census Tract 12, District of Columbia, District of Columbia",1976,264,45,44,54,51,18,28,69,85,102,73,12,20,1676,310
1500000US110010012002,110010012002,"Block Group 2, Census Tract 12, District of Columbia, District of Columbia",862,250,29,47,3,6,0,12,15,24,3,8,3,6,809,248
1500000US110010012003,110010012003,"Block Group 3, Census Tract 12, District of Columbia, District of Columbia",722,271,10,18,0,12,0,12,29,37,0,12,0,12,683,282
1500000US110010012004,110010012004,"Block Group 4, Census Tract 12, District of Columbia, District of Columbia",1390,272,34,41,5,10,7,9,74,82,26,39,0,12,1244,280
1500000US110010013011,110010013011,"Block Group 1, Census Tract 13.01, District of Columbia, District of Columbia",1681,428,34,33,80,91,24,37,33,38,13,21,0,12,1497,413
1500000US110010013012,110010013012,"Block Group 2, Census Tract 13.01, District of Columbia, District of Columbia",535,225,9,6,2,6,0,12,0,12,0,12,0,12,524,225
1500000US110010013013,110010013013,"Block Group 3, Census Tract 13.01, District of Columbia, District of Columbia",1510,377,46,50,0,12,0,12,0,12,21,25,24,39,1419,346
1500000US110010013021,110010013021,"Block Group 1, Census Tract 13.02, District of Columbia, District of Columbia",2269,431,199,175,194,140,10,17,0,12,0,12,112,179,1754,339
1500000US110010013022,110010013022,"Block Group 2, Census Tract 13.02, District of Columbia, District of Columbia",4366,670,156,130,126,127,84,70,53,64,23,36,19,34,3905,675
1500000US110010013023,110010013023,"Block Group 3, Census Tract 13.02, District of Columbia, District of Columbia",731,336,101,139,29,47,0,12,0,12,0,12,0,12,601,225
1500000US110010014011,110010014011,"Block Group 1, Census Tract 14.01, District of Columbia, District of Columbia",2237,260,206,139,31,29,0,12,17,19,33,24,26,31,1924,228
1500000US110010014012,110010014012,"Block Group 2, Census Tract 14.01, District of Columbia, District of Columbia",1103,181,25,23,1,2,0,12,0,12,31,41,0,12,1046,185
1500000US110010014021,110010014021,"Block Group 1, Census Tract 14.02, District of Columbia, District of Columbia",956,188,26,41,0,12,0,12,18,29,8,12,0,12,904,184
1500000US110010014022,110010014022,"Block Group 2, Census Tract 14.02, District of Columbia, District of Columbia",939,184,18,23,35,54,0,12,18,26,10,15,0,12,858,189
1500000US110010014023,110010014023,"Block Group 3, Census Tract 14.02, District of Columbia, District of Columbia",1329,339,109,90,54,40,68,68,24,25,64,76,33,50,977,246
1500000US110010015001,110010015001,"Block Group 1, Census Tract 15, District of Columbia, District of Columbia",1796,503,22,32,0,12,23,34,0,12,43,48,0,12,1708,480
1500000US110010015002,110010015002,"Block Group 2, Census Tract 15, District of Columbia, District of Columbia",883,246,31,57,0,12,0,12,0,12,29,47,0,12,823,229
1500000US110010015003,110010015003,"Block Group 3, Census Tract 15, District of Columbia, District of Columbia",659,271,14,17,1,2,0,12,0,12,0,12,0,12,644,268
1500000US110010015004,110010015004,"Block Group 4, Census Tract 15, District of Columbia, District of Columbia",1551,336,138,129,0,12,13,21,11,18,40,68,0,12,1349,341
1500000US110010015005,110010015005,"Block Group 5, Census Tract 15, District of Columbia, District of Columbia",1184,298,0,12,0,12,0,12,0,12,0,12,0,12,1184,298
1500000US110010016001,110010016001,"Block Group 1, Census Tract 16, District of Columbia, District of Columbia",1385,259,57,49,28,44,0,12,0,12,0,12,0,12,1300,241
1500000US110010016002,110010016002,"Block Group 2, Census Tract 16, District of Columbia, District of Columbia",637,171,2,7,23,35,10,16,0,12,0,12,10,25,592,163
1500000US110010016003,110010016003,"Block Group 3, Census Tract 16, District of Columbia, District of Columbia",718,226,0,12,11,17,0,12,0,12,0,12,10,15,697,229
1500000US110010016004,110010016004,"Block Group 4, Census Tract 16, District of Columbia, District of Columbia",1682,328,17,27,43,36,0,12,13,25,4,11,22,33,1583,336
1500000US110010017021,110010017021,"Block Group 1, Census Tract 17.02, District of Columbia, District of Columbia",1554,292,57,56,0,12,0,12,53,68,69,69,0,12,1375,296
1500000US110010017022,110010017022,"Block Group 2, Census Tract 17.02, District of Columbia, District of Columbia",1457,260,74,59,21,22,32,34,91,126,36,46,9,14,1194,225
1500000US110010018031,110010018031,"Block Group 1, Census Tract 18.03, District of Columbia, District of Columbia",1295,234,58,58,133,140,62,71,103,66,113,118,37,59,789,222
1500000US110010018032,110010018032,"Block Group 2, Census Tract 18.03, District of Columbia, District of Columbia",2764,341,84,73,447,275,92,101,228,146,424,261,58,51,1431,331
1500000US110010018041,110010018041,"Block Group 1, Census Tract 18.04, District of Columbia, District of Columbia",1085,363,100,106,44,68,135,187,83,75,8,14,90,85,625,249
1500000US110010018042,110010018042,"Block Group 2, Census Tract 18.04, District of Columbia, District of Columbia",1666,654,135,116,127,117,58,61,131,161,91,104,56,85,1068,627
1500000US110010018043,110010018043,"Block Group 3, Census Tract 18.04, District of Columbia, District of Columbia",2884,575,378,285,362,252,45,71,389,266,142,109,121,194,1447,472
1500000US110010019011,110010019011,"Block Group 1, Census Tract 19.01, District of Columbia, District of Columbia",956,274,154,193,102,110,38,61,44,65,73,66,40,64,505,225
1500000US110010019012,110010019012,"Block Group 2, Census Tract 19.01, District of Columbia, District of Columbia",1024,351,33,30,30,35,0,12,209,241,0,12,0,12,752,269
1500000US110010019013,110010019013,"Block Group 3, Census Tract 19.01, District of Columbia, District of Columbia",1348,312,90,107,25,28,40,61,6,11,105,104,66,109,1016,313
1500000US110010019014,110010019014,"Block Group 4, Census Tract 19.01, District of Columbia, District of Columbia",653,193,8,12,0,12,0,12,0,12,15,17,64,88,566,182
1500000US110010019021,110010019021,"Block Group 1, Census Tract 19.02, District of Columbia, District of Columbia",1602,295,36,25,141,182,11,13,15,16,100,72,67,90,1232,235
1500000US110010019022,110010019022,"Block Group 2, Census Tract 19.02, District of Columbia, District of Columbia",739,164,43,36,6,7,47,54,32,45,8,9,0,12,603,153
1500000US110010020011,110010020011,"Block Group 1, Census Tract 20.01, District of Columbia, District of Columbia",1632,362,94,48,96,67,84,104,229,169,180,159,63,58,886,244
1500000US110010020012,110010020012,"Block Group 2, Census Tract 20.01, District of Columbia, District of Columbia",1327,248,35,28,69,51,11,17,78,113,0,12,153,187,981,172
1500000US110010020021,110010020021,"Block Group 1, Census Tract 20.02, District of Columbia, District of Columbia",905,238,0,12,41,63,0,12,0,12,9,14,51,64,804,216
1500000US110010020022,110010020022,"Block Group 2, Census Tract 20.02, District of Columbia, District of Columbia",1794,489,227,205,156,189,102,142,156,134,189,122,7,10,957,385
1500000US110010020023,110010020023,"Block Group 3, Census Tract 20.02, District of Columbia, District of Columbia",1211,289,59,59,34,34,102,145,16,26,20,25,22,26,958,276
1500000US110010021011,110010021011,"Block Group 1, Census Tract 21.01, District of Columbia, District of Columbia",1529,663,92,129,91,127,44,69,0,12,34,54,0,12,1268,652
1500000US110010021012,110010021012,"Block Group 2, Census Tract 21.01, District of Columbia, District of Columbia",1163,531,5,9,130,207,445,434,0,12,0,12,0,12,583,315
1500000US110010021013,110010021013,"Block Group 3, Census Tract 21.01, District of Columbia, District of Columbia",1421,448,19,36,104,99,0,12,0,12,0,12,0,12,1298,462
1500000US110010021014,110010021014,"Block Group 4, Census Tract 21.01, District of Columbia, District of Columbia",825,586,0,12,27,23,0,12,13,21,454,593,0,12,331,216
1500000US110010021015,110010021015,"Block Group 5, Census Tract 21.01, District of Columbia, District of Columbia",722,332,14,23,0,12,0,12,0,12,20,32,0,12,688,330
1500000US110010021021,110010021021,"Block Group 1, Census Tract 21.02, District of Columbia, District of Columbia",771,238,10,14,0,12,5,10,26,41,18,20,7,12,705,239
1500000US110010021022,110010021022,"Block Group 2, Census Tract 21.02, District of Columbia, District of Columbia",578,164,63,64,44,50,0,12,0,12,25,29,0,12,446,162
1500000US110010021023,110010021023,"Block Group 3, Census Tract 21.02, District of Columbia, District of Columbia",1219,322,91,105,6,7,0,12,0,12,104,132,11,17,1007,340
1500000US110010021024,110010021024,"Block Group 4, Census Tract 21.02, District of Columbia, District of Columbia",1249,335,210,163,74,87,0,12,18,14,9,15,95,131,843,274
1500000US110010021025,110010021025,"Block Group 5, Census Tract 21.02, District of Columbia, District of Columbia",502,161,40,37,61,75,14,15,0,12,14,16,5,10,368,132
1500000US110010021026,110010021026,"Block Group 6, Census Tract 21.02, District of Columbia, District of Columbia",694,233,35,41,71,60,0,12,14,15,20,23,0,12,554,231
1500000US110010022011,110010022011,"Block Group 1, Census Tract 22.01, District of Columbia, District of Columbia",1448,402,58,70,24,33,10,15,0,12,48,54,0,12,1308,348
1500000US110010022012,110010022012,"Block Group 2, Census Tract 22.01, District of Columbia, District of Columbia",1278,410,90,106,4,8,8,15,232,174,90,99,0,12,854,424
1500000US110010022013,110010022013,"Block Group 3, Census Tract 22.01, District of Columbia, District of Columbia",868,301,16,20,115,91,31,51,106,139,7,11,79,124,514,233
1500000US110010022021,110010022021,"Block Group 1, Census Tract 22.02, District of Columbia, District of Columbia",2203,530,363,382,134,121,45,46,266,276,246,124,24,36,1125,357
1500000US110010022022,110010022022,"Block Group 2, Census Tract 22.02, District of Columbia, District of Columbia",978,291,50,44,145,149,17,18,63,83,0,12,0,12,703,228
1500000US110010022023,110010022023,"Block Group 3, Census Tract 22.02, District of Columbia, District of Columbia",664,215,116,128,5,8,27,37,0,12,73,112,0,12,443,160
1500000US110010023011,110010023011,"Block Group 1, Census Tract 23.01, District of Columbia, District of Columbia",1657,351,19,23,52,53,11,18,8,12,91,92,0,12,1476,366
1500000US110010023012,110010023012,"Block Group 2, Census Tract 23.01, District of Columbia, District of Columbia",1714,279,105,94,126,104,45,34,30,41,8,12,95,94,1305,295
1500000US110010023021,110010023021,"Block Group 1, Census Tract 23.02, District of Columbia, District of Columbia",1449,204,292,189,39,36,57,49,23,25,13,21,0,12,1025,147
1500000US110010024001,110010024001,"Block Group 1, Census Tract 24, District of Columbia, District of Columbia",752,193,0,12,41,35,0,12,83,99,0,12,0,12,628,169
1500000US110010024002,110010024002,"Block Group 2, Census Tract 24, District of Columbia, District of Columbia",1395,289,28,31,50,44,90,106,26,22,0,12,119,156,1082,301
1500000US110010024003,110010024003,"Block Group 3, Census Tract 24, District of Columbia, District of Columbia",1006,243,62,54,65,51,96,121,0,12,61,53,10,16,712,247
1500000US110010024004,110010024004,"Block Group 4, Census Tract 24, District of Columbia, District of Columbia",1108,317,66,65,65,79,0,12,59,95,82,76,0,12,836,173
1500000US110010025011,110010025011,"Block Group 1, Census Tract 25.01, District of Columbia, District of Columbia",1298,221,122,100,233,130,52,42,40,44,125,75,52,56,674,242
1500000US110010025012,110010025012,"Block Group 2, Census Tract 25.01, District of Columbia, District of Columbia",1683,293,105,116,92,86,11,17,40,63,51,57,44,48,1340,230
1500000US110010025021,110010025021,"Block Group 1, Census Tract 25.02, District of Columbia, District of Columbia",1076,535,42,51,74,74,8,18,0,12,277,424,13,32,662,288
1500000US110010025022,110010025022,"Block Group 2, Census Tract 25.02, District of Columbia, District of Columbia",1871,414,159,156,51,77,11,18,173,258,0,12,0,12,1477,429
1500000US110010025023,110010025023,"Block Group 3, Census Tract 25.02, District of Columbia, District of Columbia",1419,888,9,15,9,15,0,12,162,211,10,15,0,12,1229,894
1500000US110010025024,110010025024,"Block Group 4, Census Tract 25.02, District of Columbia, District of Columbia",1676,456,129,109,259,279,77,97,43,54,21,36,0,12,1147,405
1500000US110010026001,110010026001,"Block Group 1, Census Tract 26, District of Columbia, District of Columbia",1147,174,41,46,4,5,0,12,37,26,6,8,23,34,1036,172
1500000US110010026002,110010026002,"Block Group 2, Census Tract 26, District of Columbia, District of Columbia",1478,181,27,28,17,19,0,12,10,14,20,21,10,12,1394,172
1500000US110010027011,110010027011,"Block Group 1, Census Tract 27.01, District of Columbia, District of Columbia",752,216,20,36,0,12,0,12,0,12,20,31,167,184,545,194
1500000US110010027012,110010027012,"Block Group 2, Census Tract 27.01, District of Columbia, District of Columbia",1535,376,218,270,16,25,19,34,9,17,36,50,0,12,1237,339
1500000US110010027013,110010027013,"Block Group 3, Census Tract 27.01, District of Columbia, District of Columbia",802,271,34,30,0,12,29,40,0,12,9,15,11,17,719,257
1500000US110010027014,110010027014,"Block Group 4, Census Tract 27.01, District of Columbia, District of Columbia",2591,628,126,123,577,462,437,337,54,51,26,26,0,12,1371,517
1500000US110010027021,110010027021,"Block Group 1, Census Tract 27.02, District of Columbia, District of Columbia",1673,476,53,65,108,145,272,261,39,61,385,337,0,12,816,257
1500000US110010027022,110010027022,"Block Group 2, Census Tract 27.02, District of Columbia, District of Columbia",3057,518,259,164,152,113,41,45,67,63,106,70,0,12,2432,444
1500000US110010027023,110010027023,"Block Group 3, Census Tract 27.02, District of Columbia, District of Columbia",1639,469,51,67,22,34,0,12,326,372,34,43,0,12,1206,401
1500000US110010028011,110010028011,"Block Group 1, Census Tract 28.01, District of Columbia, District of Columbia",1346,275,100,71,132,122,0,12,25,20,60,65,32,51,997,215
1500000US110010028012,110010028012,"Block Group 2, Census Tract 28.01, District of Columbia, District of Columbia",2511,422,78,72,450,284,112,129,117,122,284,186,39,30,1431,435
1500000US110010028021,110010028021,"Block Group 1, Census Tract 28.02, District of Columbia, District of Columbia",2650,410,297,199,280,203,61,83,188,292,21,25,109,72,1694,427
1500000US110010028022,110010028022,"Block Group 2, Census Tract 28.02, District of Columbia, District of Columbia",1834,467,147,112,334,312,298,197,9,15,220,222,3,6,823,279
1500000US110010029001,110010029001,"Block Group 1, Census Tract 29, District of Columbia, District of Columbia",1927,359,95,95,23,20,57,52,42,48,165,116,127,137,1418,364
1500000US110010029002,110010029002,"Block Group 2, Census Tract 29, District of Columbia, District of Columbia",2409,328,88,54,110,81,53,58,7,12,198,113,110,115,1843,289
1500000US110010030001,110010030001,"Block Group 1, Census Tract 30, District of Columbia, District of Columbia",1562,269,165,125,135,87,31,34,81,72,21,22,19,21,1110,243
1500000US110010030002,110010030002,"Block Group 2, Census Tract 30, District of Columbia, District of Columbia",1783,277,414,212,97,75,113,107,71,62,91,89,68,108,929,227
1500000US110010031001,110010031001,"Block Group 1, Census Tract 31, District of Columbia, District of Columbia",3176,360,71,52,321,213,270,254,210,135,84,57,0,12,2220,352
1500000US110010032001,110010032001,"Block Group 1, Census Tract 32, District of Columbia, District of Columbia",915,307,37,39,89,98,25,28,15,18,7,12,34,51,708,314
1500000US110010032002,110010032002,"Block Group 2, Census Tract 32, District of Columbia, District of Columbia",911,279,18,30,55,55,0,12,170,244,152,156,0,12,516,166
1500000US110010032003,110010032003,"Block Group 3, Census Tract 32, District of Columbia, District of Columbia",1641,456,140,111,202,195,0,12,106,149,24,38,14,21,1155,413
1500000US110010032004,110010032004,"Block Group 4, Census Tract 32, District of Columbia, District of Columbia",1598,462,68,97,121,176,200,263,0,12,135,122,46,74,1028,292
1500000US110010033011,110010033011,"Block Group 1, Census Tract 33.01, District of Columbia, District of Columbia",1550,407,83,60,68,76,31,30,6,9,144,190,54,81,1164,352
1500000US110010033012,110010033012,"Block Group 2, Census Tract 33.01, District of Columbia, District of Columbia",1368,292,26,41,77,49,23,22,18,21,54,70,0,12,1170,261
1500000US110010033013,110010033013,"Block Group 3, Census Tract 33.01, District of Columbia, District of Columbia",1004,230,36,47,0,12,7,11,0,12,52,48,0,12,909,208
1500000US110010033021,110010033021,"Block Group 1, Census Tract 33.02, District of Columbia, District of Columbia",1093,185,46,31,34,34,67,94,11,13,31,42,0,12,904,185
1500000US110010033022,110010033022,"Block Group 2, Census Tract 33.02, District of Columbia, District of Columbia",1120,210,151,111,36,30,32,29,5,7,5,7,0,12,891,152
1500000US110010034001,110010034001,"Block Group 1, Census Tract 34, District of Columbia, District of Columbia",1130,247,190,134,62,74,45,30,145,105,113,175,79,102,496,250
1500000US110010034002,110010034002,"Block Group 2, Census Tract 34, District of Columbia, District of Columbia",1574,327,152,79,101,125,49,37,49,48,20,21,17,19,1186,312
1500000US110010035001,110010035001,"Block Group 1, Census Tract 35, District of Columbia, District of Columbia",1859,375,199,232,130,86,20,24,68,42,92,63,11,12,1339,283
1500000US110010035002,110010035002,"Block Group 2, Census Tract 35, District of Columbia, District of Columbia",921,170,89,82,218,89,1,5,45,43,15,19,36,37,517,137
1500000US110010036001,110010036001,"Block Group 1, Census Tract 36, District of Columbia, District of Columbia",1484,396,3,11,9,15,0,12,0,12,68,106,0,12,1404,388
1500000US110010036002,110010036002,"Block Group 2, Census Tract 36, District of Columbia, District of Columbia",1583,405,251,204,140,98,196,273,20,29,260,234,46,66,670,223
1500000US110010036003,110010036003,"Block Group 3, Census Tract 36, District of Columbia, District of Columbia",2046,606,231,132,83,62,0,12,490,364,0,12,57,52,1185,327
1500000US110010037001,110010037001,"Block Group 1, Census Tract 37, District of Columbia, District of Columbia",1734,416,39,55,176,213,0,12,265,279,59,81,0,12,1195,316
1500000US110010037002,110010037002,"Block Group 2, Census Tract 37, District of Columbia, District of Columbia",2125,587,261,158,140,131,51,67,37,44,353,470,147,189,1136,321
1500000US110010037003,110010037003,"Block Group 3, Census Tract 37, District of Columbia, District of Columbia",1724,466,22,25,238,236,143,162,129,173,72,80,146,227,974,282
1500000US110010038001,110010038001,"Block Group 1, Census Tract 38, District of Columbia, District of Columbia",2701,385,163,94,19,29,20,47,178,210,27,43,336,308,1958,391
1500000US110010038002,110010038002,"Block Group 2, Census Tract 38, District of Columbia, District of Columbia",1658,263,32,38,72,62,26,39,20,32,51,60,0,12,1457,253
1500000US110010038003,110010038003,"Block Group 3, Census Tract 38, District of Columbia, District of Columbia",679,184,93,80,93,75,72,102,0,12,55,56,0,12,366,148
1500000US110010039001,110010039001,"Block Group 1, Census Tract 39, District of Columbia, District of Columbia",1291,234,98,103,74,51,27,44,24,29,0,12,0,12,1068,219
1500000US110010039002,110010039002,"Block Group 2, Census Tract 39, District of Columbia, District of Columbia",1178,354,105,109,52,87,14,22,0,12,8,19,16,27,983,222
1500000US110010039003,110010039003,"Block Group 3, Census Tract 39, District of Columbia, District of Columbia",1120,225,92,43,14,22,43,54,64,86,0,12,0,12,907,200
1500000US110010039004,110010039004,"Block Group 4, Census Tract 39, District of Columbia, District of Columbia",862,255,0,12,0,12,0,12,0,12,0,12,0,12,862,255
1500000US110010040011,110010040011,"Block Group 1, Census Tract 40.01, District of Columbia, District of Columbia",1812,495,51,43,37,56,62,65,54,64,13,21,0,12,1595,485
1500000US110010040012,110010040012,"Block Group 2, Census Tract 40.01, District of Columbia, District of Columbia",503,112,16,28,0,12,0,12,0,12,0,12,0,12,487,114
1500000US110010040013,110010040013,"Block Group 3, Census Tract 40.01, District of Columbia, District of Columbia",1964,287,42,39,8,13,0,12,265,79,12,19,0,12,1637,292
1500000US110010040021,110010040021,"Block Group 1, Census Tract 40.02, District of Columbia, District of Columbia",662,181,5,8,39,31,30,42,0,12,22,34,0,12,566,162
1500000US110010040022,110010040022,"Block Group 2, Census Tract 40.02, District of Columbia, District of Columbia",1738,297,29,21,33,20,0,12,20,21,52,56,115,181,1489,233
1500000US110010040023,110010040023,"Block Group 3, Census Tract 40.02, District of Columbia, District of Columbia",719,146,11,13,16,19,10,17,6,10,45,40,0,12,631,154
1500000US110010041001,110010041001,"Block Group 1, Census Tract 41, District of Columbia, District of Columbia",1384,259,22,24,6,9,7,11,2,4,9,14,0,12,1338,264
1500000US110010041002,110010041002,"Block Group 2, Census Tract 41, District of Columbia, District of Columbia",661,133,16,18,78,60,0,12,0,12,6,9,0,12,561,132
1500000US110010041003,110010041003,"Block Group 3, Census Tract 41, District of Columbia, District of Columbia",704,205,33,25,18,19,26,35,3,5,0,12,0,12,624,193
1500000US110010042011,110010042011,"Block Group 1, Census Tract 42.01, District of Columbia, District of Columbia",1554,239,26,29,13,20,54,49,14,24,33,38,0,12,1414,238
1500000US110010042012,110010042012,"Block Group 2, Census Tract 42.01, District of Columbia, District of Columbia",2155,390,78,80,42,41,27,52,18,28,9,26,0,12,1981,356
1500000US110010042021,110010042021,"Block Group 1, Census Tract 42.02, District of Columbia, District of Columbia",1108,163,68,42,38,43,0,12,13,14,37,31,0,12,952,155
1500000US110010042022,110010042022,"Block Group 2, Census Tract 42.02, District of Columbia, District of Columbia",1291,203,53,36,22,24,0,12,0,12,19,19,0,12,1197,214
1500000US110010043001,110010043001,"Block Group 1, Census Tract 43, District of Columbia, District of Columbia",2228,325,109,102,30,28,48,38,80,103,67,41,58,80,1836,301
1500000US110010043002,110010043002,"Block Group 2, Census Tract 43, District of Columbia, District of Columbia",1690,326,191,160,70,54,128,156,13,20,11,18,20,31,1257,284
1500000US110010044001,110010044001,"Block Group 1, Census Tract 44, District of Columbia, District of Columbia",3252,387,108,93,218,138,17,28,33,53,58,57,17,26,2801,370
1500000US110010044002,110010044002,"Block Group 2, Census Tract 44, District of Columbia, District of Columbia",2292,508,186,113,249,300,0,12,2,6,36,52,0,12,1819,389
1500000US110010046001,110010046001,"Block Group 1, Census Tract 46, District of Columbia, District of Columbia",1263,293,40,43,217,161,32,34,12,19,38,55,26,43,898,271
1500000US110010046002,110010046002,"Block Group 2, Census Tract 46, District of Columbia, District of Columbia",1570,307,125,107,50,48,10,17,63,60,26,34,23,29,1273,300
1500000US110010047011,110010047011,"Block Group 1, Census Tract 47.01, District of Columbia, District of Columbia",1713,443,337,393,62,78,486,341,264,296,282,436,38,42,244,240
1500000US110010047012,110010047012,"Block Group 2, Census Tract 47.01, District of Columbia, District of Columbia",3141,465,441,268,348,263,285,208,192,242,34,32,14,24,1827,362
1500000US110010047021,110010047021,"Block Group 1, Census Tract 47.02, District of Columbia, District of Columbia",2623,209,279,139,87,46,117,75,122,119,48,63,36,36,1934,154
1500000US110010048011,110010048011,"Block Group 1, Census Tract 48.01, District of Columbia, District of Columbia",2552,289,58,29,203,133,19,19,79,110,205,102,29,34,1959,257
1500000US110010048021,110010048021,"Block Group 1, Census Tract 48.02, District of Columbia, District of Columbia",1408,277,17,19,66,110,9,13,14,22,18,20,27,30,1257,299
1500000US110010048022,110010048022,"Block Group 2, Census Tract 48.02, District of Columbia, District of Columbia",2103,296,141,116,589,284,94,117,117,105,67,55,29,30,1066,282
1500000US110010049011,110010049011,"Block Group 1, Census Tract 49.01, District of Columbia, District of Columbia",1379,229,234,156,90,81,28,42,125,108,43,55,14,21,845,197
1500000US110010049012,110010049012,"Block Group 2, Census Tract 49.01, District of Columbia, District of Columbia",1433,257,86,86,106,67,140,129,20,36,28,31,0,12,1053,181
1500000US110010049021,110010049021,"Block Group 1, Census Tract 49.02, District of Columbia, District of Columbia",702,217,56,54,195,125,19,25,60,97,0,12,0,12,372,169
1500000US110010049022,110010049022,"Block Group 2, Census Tract 49.02, District of Columbia, District of Columbia",2453,430,190,186,52,74,554,465,14,15,8,12,0,12,1635,253
1500000US110010050011,110010050011,"Block Group 1, Census Tract 50.01, District of Columbia, District of Columbia",788,187,0,12,10,11,0,12,0,12,0,12,0,12,778,187
1500000US110010050012,110010050012,"Block Group 2, Census Tract 50.01, District of Columbia, District of Columbia",1275,294,105,114,76,65,25,25,24,28,9,10,5,8,1031,218
1500000US110010050021,110010050021,"Block Group 1, Census Tract 50.02, District of Columbia, District of Columbia",1473,308,138,111,238,124,71,67,50,53,36,42,0,12,940,258
1500000US110010050022,110010050022,"Block Group 2, Census Tract 50.02, District of Columbia, District of Columbia",1943,319,71,53,23,26,21,24,0,12,0,12,0,12,1828,329
1500000US110010050023,110010050023,"Block Group 3, Census Tract 50.02, District of Columbia, District of Columbia",1240,651,33,38,0,12,0,12,375,577,0,12,0,12,832,274
1500000US110010050024,110010050024,"Block Group 4, Census Tract 50.02, District of Columbia, District of Columbia",1315,296,80,58,126,106,73,76,13,21,76,83,52,164,895,347
1500000US110010052011,110010052011,"Block Group 1, Census Tract 52.01, District of Columbia, District of Columbia",2091,463,121,81,74,65,21,35,0,12,0,12,94,184,1781,444
1500000US110010052012,110010052012,"Block Group 2, Census Tract 52.01, District of Columbia, District of Columbia",1376,381,0,12,0,12,38,60,0,12,45,68,0,12,1293,321
1500000US110010052013,110010052013,"Block Group 3, Census Tract 52.01, District of Columbia, District of Columbia",706,217,52,56,0,12,0,12,0,12,31,52,0,12,623,218
1500000US110010052014,110010052014,"Block Group 4, Census Tract 52.01, District of Columbia, District of Columbia",2032,468,234,167,44,69,0,12,0,12,27,45,0,12,1727,498
1500000US110010053011,110010053011,"Block Group 1, Census Tract 53.01, District of Columbia, District of Columbia",917,168,54,40,0,12,0,12,21,32,0,12,0,12,842,171
1500000US110010053012,110010053012,"Block Group 2, Census Tract 53.01, District of Columbia, District of Columbia",1520,277,14,22,42,39,21,25,0,12,25,28,49,62,1369,271
1500000US110010053013,110010053013,"Block Group 3, Census Tract 53.01, District of Columbia, District of Columbia",1335,224,97,58,78,64,11,17,45,89,0,12,43,68,1061,198
1500000US110010053014,110010053014,"Block Group 4, Census Tract 53.01, District of Columbia, District of Columbia",1201,269,180,154,0,12,0,12,44,71,12,20,14,21,951,224
