"timeframe","geo2010","TotPop","TotPop_m","geo2010_nf","start_date","end_date","PctPopUnder18Years","PctPop65andOverYears","PctForeignBorn","PctBlackNonHispBridge","PctWhiteNonHispBridge","PctHisp","PctAsianPINonHispBridge","PctFamiliesOwnChildrenFH","PctPopUnder18Years_m","PctPop65andOverYears_m","PctForeignBorn_m","PctBlackNonHispBridge_m","PctWhiteNonHispBridge_m","PctHisp_m","PctAPINonHispBridge_m","PctFamiliesOwnChildFH_m","PctChgTotPop","PctChgPopUnder18Years","PctChgPop65andOverYear","ucounty","indc"
"2012-16","MD Tract 031 7060.12",3270,231,24031706012,"01JAN2012","31DEC2016",18,27,45,13,50,15,20,22,4.3,4.6,6.9,6.6,5.8,4.9,4.4,13,"X","X","X","Montgomery",0
"2012-16","MD Tract 031 7060.13",3118,351,24031706013,"01JAN2012","31DEC2016",26,17,31,1.1,65,17,15,5.7,2.5,1.4,11,1.0,9.6,6.4,2.4,7.1,"X","X","X","Montgomery",0
"2012-16","MD Tract 033 8001.02",2845,300,24033800102,"01JAN2012","31DEC2016",18,12,23,34,46,16,3.2,38,4.7,2.9,9.7,4.9,6.2,11,2.1,11,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8001.03",2054,200,24033800103,"01JAN2012","31DEC2016",26,8.0,22,35,35,17,7.2,36,5.1,2.5,6.0,6.5,3.3,7.1,4.3,12,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8001.05",3988,310,24033800105,"01JAN2012","31DEC2016",28,9.1,24,52,25,16,3.6,14,4.9,2.8,5.9,6.0,5.3,5.1,2.4,6.8,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8001.06",2662,262,24033800106,"01JAN2012","31DEC2016",24,5.0,21,58,23,7.1,8.0,56,5.3,2.3,7.5,11,7.6,6.8,4.7,13,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8001.08",3276,376,24033800108,"01JAN2012","31DEC2016",24,8.8,27,60,16,14,5.7,55,5.4,2.6,9.1,6.0,3.5,9.9,3.4,19,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8001.09",3676,366,24033800109,"01JAN2012","31DEC2016",31,8.3,28,36,22,38,2.0,39,5.9,2.4,7.3,8.3,6.6,9.5,2.9,17,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8002.03",4386,351,24033800203,"01JAN2012","31DEC2016",19,19,17,14,62,13,5.9,14,3.5,2.9,4.1,3.0,6.5,4.1,3.1,11,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8002.06",3959,325,24033800206,"01JAN2012","31DEC2016",26,8.7,22,63,20,8.0,4.9,37,4.9,2.0,4.7,5.4,4.0,3.4,2.8,12,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8002.08",8161,580,24033800208,"01JAN2012","31DEC2016",25,12,25,59,21,11,7.3,18,4.3,2.7,4.6,5.2,3.4,3.8,1.6,10,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8002.09",4579,545,24033800209,"01JAN2012","31DEC2016",30,6.1,40,54,7.1,25,11,42,4.3,1.6,6.7,6.3,2.8,9.4,5.2,12,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8002.10",2594,330,24033800210,"01JAN2012","31DEC2016",23,5.2,37,74,9.2,8.0,7.7,29,5.2,2.7,9.1,9.5,4.0,5.5,6.1,14,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8002.11",3060,419,24033800211,"01JAN2012","31DEC2016",25,8.8,22,64,15,9.2,7.7,39,4.9,2.6,5.1,10,5.1,6.5,4.8,21,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8002.12",4656,370,24033800212,"01JAN2012","31DEC2016",21,17,25,52,17,8.5,21,21,3.7,2.6,4.7,5.1,5.3,3.5,1.9,13,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8002.13",4585,407,24033800213,"01JAN2012","31DEC2016",21,9.0,29,46,17,21,11,36,3.6,2.3,7.3,2.6,3.1,7.6,2.6,18,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8002.14",2449,242,24033800214,"01JAN2012","31DEC2016",18,9.2,19,66,15,13,4.0,58,6.7,3.1,9.6,12,3.6,11,6.2,27,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8002.15",2611,275,24033800215,"01JAN2012","31DEC2016",23,9.3,23,65,15,8.8,7.7,23,5.4,2.9,7.6,7.3,3.8,2.1,4.8,15,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8004.01",2373,169,24033800401,"01JAN2012","31DEC2016",20,18,11,24,59,6.0,7.5,12,3.3,2.8,4.3,4.4,4.3,3.0,4.5,10,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8004.02",4562,336,24033800402,"01JAN2012","31DEC2016",21,19,12,18,63,10.0,5.1,32,4.3,2.8,5.2,3.6,5.1,2.8,2.5,12,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8004.03",4148,285,24033800403,"01JAN2012","31DEC2016",23,14,11,35,49,9.2,3.4,15,3.8,2.6,3.6,5.3,5.6,5.9,2.3,11,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8004.08",7165,656,24033800408,"01JAN2012","31DEC2016",25,9.6,24,70,9.9,11,3.4,15,3.9,2.6,7.2,9.0,3.1,9.1,2.1,7.2,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8004.09",5752,466,24033800409,"01JAN2012","31DEC2016",19,15,15,49,29,6.9,5.6,30,3.8,3.2,4.3,5.1,2.3,2.6,3.1,12,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8004.10",6770,356,24033800410,"01JAN2012","31DEC2016",19,8.2,14,59,27,5.6,3.7,19,2.8,1.8,3.0,4.3,1.9,1.5,2.1,9.2,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8004.11",3717,453,24033800411,"01JAN2012","31DEC2016",22,12,29,52,24,9.0,13,21,4.3,2.5,3.8,8.8,3.2,2.1,2.6,16,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8004.12",3586,251,24033800412,"01JAN2012","31DEC2016",26,11,31,63,11,18,4.9,40,4.8,2.5,6.0,5.8,2.0,4.1,2.6,14,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8004.13",4010,333,24033800413,"01JAN2012","31DEC2016",30,8.0,37,83,3.7,3.3,8.4,45,5.0,2.3,6.2,6.8,1.8,4.5,2.7,15,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8005.04",4957,363,24033800504,"01JAN2012","31DEC2016",21,17,14,22,55,12,9.1,13,3.6,2.6,4.3,3.5,5.5,6.8,3.8,7.7,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8005.05",2436,141,24033800505,"01JAN2012","31DEC2016",20,17,10.0,19,66,10,2.1,12,3.4,3.0,4.2,3.9,5.1,5.1,1.9,8.5,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8005.07",3116,269,24033800507,"01JAN2012","31DEC2016",22,8.3,8.6,71,19,4.8,1.0,28,5.0,2.5,4.5,6.7,4.0,3.6,1.2,13,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8005.09",9663,592,24033800509,"01JAN2012","31DEC2016",15,20,8.0,89,4.3,1.9,2.7,35,3.7,3.1,4.0,3.6,2.8,1.3,2.5,17,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8005.11",5205,458,24033800511,"01JAN2012","31DEC2016",23,13,11,58,27,4.6,4.3,43,3.6,2.3,4.0,8.5,3.2,1.9,3.2,12,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8005.13",5508,563,24033800513,"01JAN2012","31DEC2016",23,15,17,39,42,8.1,4.8,12,3.8,2.3,5.8,7.8,6.1,1.6,2.5,7.8,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8005.14",5837,351,24033800514,"01JAN2012","31DEC2016",27,7.4,18,73,11,1.2,11,29,3.6,1.8,3.4,3.3,1.9,1.4,2.2,11,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8005.15",4271,209,24033800515,"01JAN2012","31DEC2016",24,11,14,54,29,7.6,4.7,31,4.5,2.4,4.9,4.9,3.9,5.1,2.5,12,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8005.16",4080,347,24033800516,"01JAN2012","31DEC2016",25,13,16,63,26,4.4,3.3,49,5.1,3.3,6.4,9.5,6.3,3.0,3.3,15,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8005.17",5831,437,24033800517,"01JAN2012","31DEC2016",22,13,14,81,10,1.7,1.5,32,3.7,2.5,4.3,5.4,4.0,1.6,1.8,9.6,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8005.18",3452,268,24033800518,"01JAN2012","31DEC2016",27,11,9.0,77,14,4.9,0.2,22,5.0,2.6,3.2,6.5,3.7,2.9,0.5,13,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8005.19",4006,338,24033800519,"01JAN2012","31DEC2016",24,12,23,58,21,8.4,8.4,25,4.4,3.0,6.9,5.9,5.4,5.5,6.4,13,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8005.20",1955,210,24033800520,"01JAN2012","31DEC2016",17,9.3,11,87,2.9,3.5,3.6,32,4.6,3.0,3.6,4.0,1.6,2.7,4.5,13,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8006.01",1988,165,24033800601,"01JAN2012","31DEC2016",17,16,4.7,80,9.6,6.9,0.0,55,3.6,2.8,2.0,8.3,5.4,6.4,0.9,15,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8006.04",1821,236,24033800604,"01JAN2012","31DEC2016",21,9.7,9.6,92,3.6,2.6,0.2,37,4.7,2.1,4.5,4.5,1.9,1.9,0.7,14,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8006.05",5241,274,24033800605,"01JAN2012","31DEC2016",18,7.1,6.8,82,11,4.3,0.6,42,3.4,1.6,2.4,3.9,2.1,2.0,0.5,10,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8006.06",5243,596,24033800606,"01JAN2012","31DEC2016",29,3.5,5.4,92,4.5,0.6,0.6,49,5.6,1.7,3.1,6.1,2.2,0.8,0.9,13,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8006.07",6293,374,24033800607,"01JAN2012","31DEC2016",24,9.3,13,77,6.9,9.7,3.0,17,3.5,1.6,3.3,6.4,2.6,6.5,2.2,7.7,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8006.08",4681,261,24033800608,"01JAN2012","31DEC2016",26,5.3,8.7,92,4.3,0.8,1.3,16,3.5,2.0,3.2,2.2,1.8,0.6,1.1,7.7,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8007.01",5888,321,24033800701,"01JAN2012","31DEC2016",24,11,5.4,83,9.8,1.8,1.1,33,3.3,2.2,2.2,2.7,3.6,1.5,1.1,11,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8007.04",5132,401,24033800704,"01JAN2012","31DEC2016",27,8.5,7.4,86,8.3,1.1,2.3,47,5.0,2.1,3.9,3.3,2.4,1.7,2.1,11,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8007.05",4469,316,24033800705,"01JAN2012","31DEC2016",23,11,6.0,78,11,2.1,1.7,34,4.6,2.5,2.4,2.6,3.9,2.2,1.3,15,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8007.06",3946,273,24033800706,"01JAN2012","31DEC2016",22,11,5.3,77,11,1.4,2.4,8.9,4.5,2.3,3.8,7.6,2.8,1.4,2.6,6.2,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8007.07",3111,187,24033800707,"01JAN2012","31DEC2016",20,18,7.4,83,7.9,5.4,1.1,13,7.0,3.7,3.8,4.2,3.2,4.8,1.2,12,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8008",3410,364,24033800800,"01JAN2012","31DEC2016",13,22,13,32,48,14,1.4,15,3.8,4.1,7.2,5.7,3.7,11,1.4,13,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8009",1588,179,24033800900,"01JAN2012","31DEC2016",17,18,1.9,44,47,0.1,0.3,34,4.6,4.0,1.4,11,6.0,0.2,0.8,17,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8010.03",5714,607,24033801003,"01JAN2012","31DEC2016",25,9.2,7.7,61,20,11,1.1,23,3.6,2.2,3.9,4.7,4.2,6.1,1.2,13,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8010.04",4846,393,24033801004,"01JAN2012","31DEC2016",23,12,3.7,68,20,3.2,2.3,23,3.6,2.6,1.6,4.9,5.4,3.0,1.6,11,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8010.05",4094,312,24033801005,"01JAN2012","31DEC2016",23,13,4.6,77,15,3.6,1.4,34,3.8,3.6,2.6,5.1,5.2,3.1,1.0,13,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8010.06",3822,282,24033801006,"01JAN2012","31DEC2016",23,8.4,6.0,86,9.3,1.6,0.8,34,4.3,1.9,2.6,5.0,3.7,1.6,1.0,13,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8011.04",3336,419,24033801104,"01JAN2012","31DEC2016",42,0.4,6.1,18,58,13,2.3,13,5.0,1.2,4.2,6.0,6.9,6.6,2.2,10,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8012.07",4397,325,24033801207,"01JAN2012","31DEC2016",17,17,4.1,82,9.7,3.8,2.1,32,3.4,3.4,1.8,6.0,3.7,2.7,1.7,13,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8012.08",4351,244,24033801208,"01JAN2012","31DEC2016",22,11,4.9,89,3.7,3.0,2.8,40,3.8,2.4,2.4,2.9,2.4,3.2,2.1,10,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8012.09",5092,386,24033801209,"01JAN2012","31DEC2016",24,9.4,5.3,84,5.8,8.1,0.8,38,4.5,1.9,2.1,5.4,2.6,4.3,1.1,14,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8012.10",4455,454,24033801210,"01JAN2012","31DEC2016",23,13,7.0,86,3.6,6.3,2.5,31,4.7,3.2,2.2,6.0,2.1,2.7,2.5,14,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8012.11",3232,400,24033801211,"01JAN2012","31DEC2016",28,15,6.3,77,14,5.9,0.9,28,5.8,3.8,3.3,2.9,8.3,5.2,1.2,12,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8012.12",3816,315,24033801212,"01JAN2012","31DEC2016",21,15,4.9,82,11,4.4,1.1,44,4.4,2.6,3.0,5.3,4.0,2.9,1.8,14,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8012.13",3528,279,24033801213,"01JAN2012","31DEC2016",21,17,6.5,84,3.4,9.5,1.6,37,4.2,3.2,3.6,5.0,1.6,6.0,2.5,15,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8012.14",4084,320,24033801214,"01JAN2012","31DEC2016",19,21,9.6,71,20,9.0,0.1,37,4.4,3.0,6.1,1.6,4.1,6.5,0.4,14,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8012.15",2799,225,24033801215,"01JAN2012","31DEC2016",23,11,9.3,80,6.4,10,2.2,27,3.9,2.8,3.4,5.4,3.5,7.2,2.1,9.8,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8012.16",3803,313,24033801216,"01JAN2012","31DEC2016",18,14,4.2,85,9.0,3.8,1.9,31,4.4,3.3,2.8,8.3,3.8,4.1,2.1,17,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8012.17",3817,332,24033801217,"01JAN2012","31DEC2016",20,19,11,78,8.1,5.3,6.7,25,4.2,3.8,4.3,3.3,2.9,4.6,4.6,13,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8013.02",2683,319,24033801302,"01JAN2012","31DEC2016",18,13,3.8,42,42,2.5,3.4,38,3.5,1.6,2.1,8.0,1.9,2.8,2.4,16,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8013.05",6324,723,24033801305,"01JAN2012","31DEC2016",20,15,20,72,6.3,17,4.1,38,3.4,1.9,10,10,2.2,11,2.2,13,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8013.07",3962,224,24033801307,"01JAN2012","31DEC2016",16,28,11,69,13,4.7,9.7,17,3.5,3.8,2.9,4.1,4.4,2.9,2.7,11,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8013.08",3914,354,24033801308,"01JAN2012","31DEC2016",14,16,20,74,4.3,7.1,14,23,3.2,3.3,7.0,7.1,2.8,3.6,6.1,9.6,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8013.09",3567,347,24033801309,"01JAN2012","31DEC2016",20,21,9.1,68,17,3.6,4.2,36,5.1,3.4,3.6,9.9,5.2,2.5,2.5,20,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8013.10",6413,538,24033801310,"01JAN2012","31DEC2016",22,11,7.1,77,15,0.0,6.6,34,4.7,2.9,3.0,9.1,4.8,0.3,2.0,13,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8013.11",6602,491,24033801311,"01JAN2012","31DEC2016",23,11,5.6,79,10,2.4,2.5,29,3.9,2.0,2.3,0.3,3.9,2.0,2.6,8.1,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8013.12",3597,394,24033801312,"01JAN2012","31DEC2016",13,18,15,68,8.4,15,6.1,39,3.6,2.9,3.1,6.3,2.4,6.2,1.3,17,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8013.13",3218,295,24033801313,"01JAN2012","31DEC2016",17,18,16,73,9.9,13,3.3,26,4.4,4.3,5.2,9.5,6.0,5.6,3.2,13,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8014.04",5365,532,24033801404,"01JAN2012","31DEC2016",22,15,26,57,14,13,11,33,4.3,2.7,6.7,5.9,4.2,5.2,3.8,10,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8014.05",4518,426,24033801405,"01JAN2012","31DEC2016",24,12,28,50,8.7,30,11,27,4.8,2.3,5.2,6.9,1.6,7.2,2.1,14,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8014.06",2751,295,24033801406,"01JAN2012","31DEC2016",18,14,4.9,89,2.0,6.7,1.6,59,5.8,3.5,3.1,9.1,1.5,6.2,2.5,16,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8014.07",6605,530,24033801407,"01JAN2012","31DEC2016",16,16,11,78,9.8,7.7,0.6,52,2.8,3.4,5.3,8.8,2.1,3.7,0.7,12,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8014.08",3301,370,24033801408,"01JAN2012","31DEC2016",23,9.2,7.0,80,2.9,4.3,3.3,65,6.5,2.5,3.2,8.6,2.6,2.6,3.2,8.7,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8014.09",3327,393,24033801409,"01JAN2012","31DEC2016",20,19,27,64,4.8,23,7.5,20,5.9,4.5,12,11,2.8,14,10.0,12,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8014.10",3186,237,24033801410,"01JAN2012","31DEC2016",13,25,18,64,11,6.0,17,24,3.6,4.0,4.9,6.4,2.6,6.0,5.2,14,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8014.11",3247,361,24033801411,"01JAN2012","31DEC2016",24,13,28,41,11,24,15,39,4.7,3.1,7.1,4.6,4.4,12,4.4,21,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8015",2680,88,24033801500,"01JAN2012","31DEC2016",19,16,11,76,3.5,16,2.2,60,4.5,2.9,4.3,6.8,2.2,7.7,2.8,12,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8016",2611,359,24033801600,"01JAN2012","31DEC2016",31,10,6.1,82,3.3,10.0,1.0,61,7.2,3.1,4.6,9.9,3.8,8.7,1.4,19,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8017.01",4329,435,24033801701,"01JAN2012","31DEC2016",27,9.0,6.0,88,5.2,3.5,1.1,47,4.4,2.3,3.4,2.9,2.4,3.9,1.5,12,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8017.02",3980,415,24033801702,"01JAN2012","31DEC2016",23,6.3,6.2,89,2.0,7.5,0.5,59,3.9,1.9,5.4,4.9,1.3,6.6,0.9,9.3,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8017.04",5511,760,24033801704,"01JAN2012","31DEC2016",21,7.1,6.1,90,2.8,5.1,0.6,81,5.5,2.6,4.2,5.0,2.0,5.4,0.9,13,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8017.06",1526,168,24033801706,"01JAN2012","31DEC2016",24,9.4,8.8,85,3.9,5.0,3.6,33,5.4,3.5,5.5,5.5,2.3,7.3,5.4,14,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8017.07",6756,864,24033801707,"01JAN2012","31DEC2016",24,8.7,25,70,0.9,27,2.0,43,4.4,2.2,9.0,2.8,0.8,12,3.0,11,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8017.08",3411,397,24033801708,"01JAN2012","31DEC2016",24,9.2,7.0,85,2.2,6.3,0.9,64,4.6,2.7,3.9,6.5,1.9,4.0,1.1,9.7,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8018.01",1984,200,24033801801,"01JAN2012","31DEC2016",24,9.1,9.3,85,3.1,9.5,0.0,67,4.8,2.4,4.5,5.6,3.2,8.9,0.9,9.5,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8018.02",3572,354,24033801802,"01JAN2012","31DEC2016",22,13,5.7,97,0.2,0.8,0.8,56,5.4,3.1,4.5,2.2,0.3,1.4,1.5,17,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8018.04",2124,152,24033801804,"01JAN2012","31DEC2016",15,23,5.8,91,3.4,4.8,0.0,39,4.2,3.6,4.2,4.7,2.0,4.4,0.8,15,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8018.05",2457,412,24033801805,"01JAN2012","31DEC2016",21,17,5.8,86,5.4,1.6,1.1,54,7.9,3.6,3.4,6.3,3.0,1.7,1.5,21,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8018.07",4607,576,24033801807,"01JAN2012","31DEC2016",21,14,7.2,96,0.8,2.8,0.2,63,4.2,3.8,3.6,4.4,0.6,2.6,0.4,14,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8018.08",4048,463,24033801808,"01JAN2012","31DEC2016",28,11,6.6,87,1.7,8.7,0.0,64,4.3,2.7,3.9,7.2,1.2,5.0,0.4,8.5,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8019.01",4738,543,24033801901,"01JAN2012","31DEC2016",20,19,6.5,76,5.7,15,0.6,38,3.6,3.2,1.7,6.2,2.7,5.6,0.6,14,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8019.04",3092,341,24033801904,"01JAN2012","31DEC2016",22,13,8.3,76,10,9.7,0.4,62,6.3,3.0,5.4,9.1,4.5,7.8,0.6,15,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8019.05",5262,342,24033801905,"01JAN2012","31DEC2016",19,11,5.6,80,11,0.7,6.0,59,4.0,2.7,2.8,2.5,3.7,0.6,4.1,12,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8019.06",1750,255,24033801906,"01JAN2012","31DEC2016",19,14,14,60,19,16,0.6,72,4.5,3.7,9.2,6.3,4.8,12,1.0,15,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8019.07",2574,238,24033801907,"01JAN2012","31DEC2016",11,24,7.6,88,4.4,3.4,3.5,48,3.4,4.0,3.7,5.7,2.3,3.6,3.1,23,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8019.08",3031,367,24033801908,"01JAN2012","31DEC2016",29,7.1,2.5,95,1.6,0.0,1.6,65,6.2,2.3,2.0,4.4,2.4,0.4,2.4,13,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8020.01",6035,613,24033802001,"01JAN2012","31DEC2016",21,8.6,15,80,4.7,13,1.3,73,4.3,2.5,9.7,5.5,3.7,11,1.8,6.0,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8020.02",3926,342,24033802002,"01JAN2012","31DEC2016",24,12,4.9,90,1.0,7.5,0.5,67,4.8,2.6,2.6,1.8,1.0,4.0,0.8,10,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8021.03",3239,314,24033802103,"01JAN2012","31DEC2016",21,14,11,83,5.7,5.0,2.6,39,4.8,3.2,6.1,5.8,2.4,3.8,3.1,13,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8021.04",1790,218,24033802104,"01JAN2012","31DEC2016",23,13,9.3,87,3.2,7.9,0.3,66,5.9,3.4,5.2,6.6,1.5,6.2,0.8,16,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8021.06",3638,461,24033802106,"01JAN2012","31DEC2016",25,3.5,13,91,0.5,8.1,0.5,60,4.2,1.6,6.5,1.4,0.6,6.2,0.9,12,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8021.07",3279,251,24033802107,"01JAN2012","31DEC2016",29,5.2,5.7,96,0.9,0.6,1.5,60,5.1,2.0,3.1,2.3,0.9,0.7,2.3,11,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8022.01",1847,180,24033802201,"01JAN2012","31DEC2016",17,14,8.9,82,10,1.9,2.1,60,4.5,3.7,4.5,5.3,3.2,1.9,2.2,16,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8022.03",4706,543,24033802203,"01JAN2012","31DEC2016",22,13,12,79,3.1,15,0.7,51,4.4,2.1,9.0,3.1,1.6,12,1.0,11,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8022.04",6170,483,24033802204,"01JAN2012","31DEC2016",24,13,2.9,94,3.2,0.0,1.2,43,4.8,3.2,2.3,1.9,1.7,0.3,1.7,19,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8023.01",3855,394,24033802301,"01JAN2012","31DEC2016",22,13,6.3,86,2.5,8.1,0.5,59,3.7,3.3,4.2,4.3,1.4,7.4,0.7,11,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8024.04",3742,478,24033802404,"01JAN2012","31DEC2016",27,6.6,7.1,89,2.2,7.4,0.0,85,5.2,1.9,3.5,7.9,2.1,4.5,0.5,10.0,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8024.05",3874,322,24033802405,"01JAN2012","31DEC2016",28,11,3.4,94,1.2,4.3,0.0,65,5.3,2.4,2.4,5.0,1.1,3.7,0.4,12,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8024.06",2303,281,24033802406,"01JAN2012","31DEC2016",26,13,5.7,87,4.6,5.2,0.6,51,5.3,3.7,3.1,5.0,3.3,5.3,1.0,11,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8024.07",3489,263,24033802407,"01JAN2012","31DEC2016",21,12,9.5,90,2.4,4.0,0.9,61,4.6,2.8,4.4,4.9,1.5,3.7,0.9,13,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8024.08",1508,159,24033802408,"01JAN2012","31DEC2016",19,8.9,4.2,89,4.4,1.6,2.7,62,4.1,3.4,2.6,7.4,3.1,1.4,2.5,14,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8025.01",2700,317,24033802501,"01JAN2012","31DEC2016",21,11,1.4,95,2.0,0.6,0.0,55,5.5,3.4,1.6,2.4,1.8,1.0,0.6,3.6,"X","X","X","Prince George's",0
"2012-16","MD Tract 033 8025.02",2637,345,24033802502,"01JAN2012","31DEC2016",21,12,11,86,3.4,9.7,0.0,62,4.1,2.7,8.8,15,2.8,8.7,0.6,8.9,"X","X","X","Prince George's",0
