"timeframe","geo2010","TotPop","TotPop_m","geo2010_nf","start_date","end_date","PctPopUnder18Years","PctPop65andOverYears","PctForeignBorn","PctBlackNonHispBridge","PctWhiteNonHispBridge","PctHisp","PctAsianPINonHispBridge","PctFamiliesOwnChildrenFH","PctPopUnder18Years_m","PctPop65andOverYears_m","PctForeignBorn_m","PctBlackNonHispBridge_m","PctWhiteNonHispBridge_m","PctHisp_m","PctAPINonHispBridge_m","PctFamiliesOwnChildFH_m","PctChgTotPop","PctChgPopUnder18Years","PctChgPop65andOverYear","ucounty","indc"
"2012-16","DC Tract 1",5005,401,11001000100,"01JAN2012","31DEC2016",16,16,20,1.1,84,9.4,4.0,15,4.6,3.3,6.5,1.3,3.8,4.1,1.9,19,"X","X","X","District of Columbia",1
"2012-16","DC Tract 2.01",3733,361,11001000201,"01JAN2012","31DEC2016",1.2,0.3,15,7.7,61,11,15,"i",1.7,1.2,4.0,2.7,7.4,3.1,4.1,".","X","X","X","District of Columbia",1
"2012-16","DC Tract 2.02",4417,556,11001000202,"01JAN2012","31DEC2016",8.7,13,20,7.7,77,6.5,5.5,15,2.3,2.1,3.8,6.7,14,3.1,1.8,14,"X","X","X","District of Columbia",1
"2012-16","DC Tract 3",6139,632,11001000300,"01JAN2012","31DEC2016",13,8.3,17,6.7,79,4.9,7.2,9.7,3.0,2.1,4.6,5.9,11,3.0,3.7,9.5,"X","X","X","District of Columbia",1
"2012-16","DC Tract 4",1607,159,11001000400,"01JAN2012","31DEC2016",19,22,25,4.2,64,17,9.3,6.9,4.7,4.5,7.7,2.8,7.2,8.3,5.5,13,"X","X","X","District of Columbia",1
"2012-16","DC Tract 5.01",3481,286,11001000501,"01JAN2012","31DEC2016",11,11,16,2.7,74,15,4.2,38,4.3,3.4,5.5,1.4,6.6,8.2,2.0,27,"X","X","X","District of Columbia",1
"2012-16","DC Tract 5.02",3045,195,11001000502,"01JAN2012","31DEC2016",13,17,15,2.5,77,13,5.2,4.1,2.9,3.2,3.5,1.7,6.0,4.1,2.7,8.4,"X","X","X","District of Columbia",1
"2012-16","DC Tract 6",4848,317,11001000600,"01JAN2012","31DEC2016",16,20,16,5.6,71,17,4.8,18,4.4,3.6,4.4,2.6,4.9,6.9,2.8,14,"X","X","X","District of Columbia",1
"2012-16","DC Tract 7.01",5325,489,11001000701,"01JAN2012","31DEC2016",8.8,28,23,6.6,79,3.5,4.6,11,3.6,4.6,7.0,4.5,6.2,2.5,3.3,14,"X","X","X","District of Columbia",1
"2012-16","DC Tract 7.02",3356,331,11001000702,"01JAN2012","31DEC2016",7.6,9.5,25,8.4,69,10,7.3,47,3.1,3.5,6.5,4.4,7.1,4.8,3.0,18,"X","X","X","District of Columbia",1
"2012-16","DC Tract 8.01",6740,599,11001000801,"01JAN2012","31DEC2016",17,19,23,6.9,75,9.0,4.7,4.7,3.0,3.1,3.5,4.4,2.0,3.3,1.9,6.0,"X","X","X","District of Columbia",1
"2012-16","DC Tract 8.02",3213,350,11001000802,"01JAN2012","31DEC2016",17,14,19,6.4,69,13,9.2,16,3.5,3.3,5.0,3.7,7.1,5.5,4.5,13,"X","X","X","District of Columbia",1
"2012-16","DC Tract 9.01",7698,414,11001000901,"01JAN2012","31DEC2016",15,14,22,7.9,69,13,7.1,5.1,2.0,2.0,3.3,3.5,3.7,2.9,2.1,5.4,"X","X","X","District of Columbia",1
"2012-16","DC Tract 9.02",2467,182,11001000902,"01JAN2012","31DEC2016",28,15,20,3.3,73,15,3.5,11,3.4,2.8,7.1,2.3,4.5,7.4,1.9,8.5,"X","X","X","District of Columbia",1
"2012-16","DC Tract 10.01",7923,501,11001001001,"01JAN2012","31DEC2016",25,17,20,2.9,74,11,5.5,9.5,3.1,2.9,4.5,1.5,3.7,2.9,2.0,6.8,"X","X","X","District of Columbia",1
"2012-16","DC Tract 10.02",3761,426,11001001002,"01JAN2012","31DEC2016",12,6.2,16,5.2,71,13,8.7,0.0,4.8,2.4,6.9,2.6,6.2,9.8,5.2,6.6,"X","X","X","District of Columbia",1
"2012-16","DC Tract 11",5016,281,11001001100,"01JAN2012","31DEC2016",20,21,12,9.0,74,7.6,5.9,16,4.6,3.8,3.5,4.0,5.7,4.5,1.5,12,"X","X","X","District of Columbia",1
"2012-16","DC Tract 12",4950,457,11001001200,"01JAN2012","31DEC2016",17,12,21,6.2,75,8.9,4.8,22,4.3,2.6,4.9,4.2,6.5,4.2,1.7,9.4,"X","X","X","District of Columbia",1
"2012-16","DC Tract 13.01",3831,357,11001001301,"01JAN2012","31DEC2016",14,18,14,13,75,6.2,5.4,0.0,5.1,3.5,4.3,5.2,4.7,4.3,2.3,6.3,"X","X","X","District of Columbia",1
"2012-16","DC Tract 13.02",7366,621,11001001302,"01JAN2012","31DEC2016",6.4,18,22,9.7,69,9.7,9.9,16,2.7,4.2,5.7,5.9,5.8,4.0,3.6,11,"X","X","X","District of Columbia",1
"2012-16","DC Tract 14.01",3340,242,11001001401,"01JAN2012","31DEC2016",24,14,15,9.2,75,7.0,5.1,11,4.0,3.2,4.8,3.6,6.3,3.9,2.7,7.6,"X","X","X","District of Columbia",1
"2012-16","DC Tract 14.02",3250,260,11001001402,"01JAN2012","31DEC2016",21,26,14,9.3,66,13,7.0,10,3.8,5.1,6.1,3.1,3.8,8.4,3.6,8.0,"X","X","X","District of Columbia",1
"2012-16","DC Tract 15",6268,483,11001001500,"01JAN2012","31DEC2016",29,20,11,11,78,5.2,2.1,5.8,4.0,2.9,4.8,5.5,8.4,2.9,1.3,5.3,"X","X","X","District of Columbia",1
"2012-16","DC Tract 16",4455,330,11001001600,"01JAN2012","31DEC2016",21,21,11,64,27,6.6,0.6,21,3.7,3.4,3.4,4.7,3.1,4.7,0.8,9.9,"X","X","X","District of Columbia",1
"2012-16","DC Tract 17.02",3039,288,11001001702,"01JAN2012","31DEC2016",15,15,13,46,37,13,1.2,19,4.2,3.2,6.8,4.7,3.5,8.1,1.2,12,"X","X","X","District of Columbia",1
"2012-16","DC Tract 18.03",4059,376,11001001803,"01JAN2012","31DEC2016",24,11,52,59,6.3,29,0.3,18,4.3,2.6,6.8,6.5,2.2,6.3,0.6,10.0,"X","X","X","District of Columbia",1
"2012-16","DC Tract 18.04",5682,632,11001001804,"01JAN2012","31DEC2016",23,9.4,40,62,3.6,32,1.4,39,4.8,2.3,6.3,4.4,1.7,11,1.9,15,"X","X","X","District of Columbia",1
"2012-16","DC Tract 19.01",3981,391,11001001901,"01JAN2012","31DEC2016",21,16,18,67,11,16,4.2,30,4.1,2.7,8.2,4.5,3.3,7.3,4.2,15,"X","X","X","District of Columbia",1
"2012-16","DC Tract 19.02",2343,220,11001001902,"01JAN2012","31DEC2016",16,18,11,69,8.5,18,0.9,41,4.2,2.9,3.8,8.2,3.1,5.8,0.8,24,"X","X","X","District of Columbia",1
"2012-16","DC Tract 20.01",2959,346,11001002001,"01JAN2012","31DEC2016",20,17,31,43,21,30,0.7,16,4.0,3.1,6.7,6.7,5.5,6.9,0.9,12,"X","X","X","District of Columbia",1
"2012-16","DC Tract 20.02",3934,541,11001002002,"01JAN2012","31DEC2016",22,14,23,54,20,21,1.9,38,4.9,3.2,6.2,9.3,4.5,7.0,1.5,19,"X","X","X","District of Columbia",1
"2012-16","DC Tract 21.01",5660,630,11001002101,"01JAN2012","31DEC2016",21,12,37,61,6.4,29,3.4,38,6.4,3.1,9.9,4.8,3.3,8.1,2.4,16,"X","X","X","District of Columbia",1
"2012-16","DC Tract 21.02",5076,391,11001002102,"01JAN2012","31DEC2016",17,12,20,70,8.9,17,0.7,50,3.7,2.2,6.0,4.5,2.3,5.6,0.7,18,"X","X","X","District of Columbia",1
"2012-16","DC Tract 22.01",3641,391,11001002201,"01JAN2012","31DEC2016",18,13,20,67,16,14,2.2,44,4.1,3.4,6.1,6.8,4.9,4.3,1.9,20,"X","X","X","District of Columbia",1
"2012-16","DC Tract 22.02",3845,517,11001002202,"01JAN2012","31DEC2016",24,8.7,25,60,6.3,29,2.5,46,4.4,2.1,6.8,10,3.0,6.1,3.0,17,"X","X","X","District of Columbia",1
"2012-16","DC Tract 23.01",3379,349,11001002301,"01JAN2012","31DEC2016",18,11,15,58,23,12,2.2,15,4.4,2.6,6.8,7.1,5.0,6.6,1.5,9.0,"X","X","X","District of Columbia",1
"2012-16","DC Tract 23.02",1722,247,11001002302,"01JAN2012","31DEC2016",4.5,35,9.9,44,43,2.2,6.0,14,3.2,8.2,5.8,11,14,2.3,5.8,31,"X","X","X","District of Columbia",1
"2012-16","DC Tract 24",4298,440,11001002400,"01JAN2012","31DEC2016",13,11,21,50,23,21,2.3,41,2.9,2.4,6.3,2.0,2.9,8.4,1.2,14,"X","X","X","District of Columbia",1
"2012-16","DC Tract 25.01",2986,324,11001002501,"01JAN2012","31DEC2016",19,15,25,42,25,30,0.8,31,3.6,3.8,8.2,6.6,3.2,9.5,0.8,18,"X","X","X","District of Columbia",1
"2012-16","DC Tract 25.02",6042,642,11001002502,"01JAN2012","31DEC2016",18,8.2,25,37,18,38,3.7,28,4.7,3.0,5.0,8.5,3.2,6.2,1.9,17,"X","X","X","District of Columbia",1
"2012-16","DC Tract 26",2627,168,11001002600,"01JAN2012","31DEC2016",19,17,16,38,43,8.4,5.0,18,3.9,2.8,3.8,3.6,4.8,3.7,2.8,12,"X","X","X","District of Columbia",1
"2012-16","DC Tract 27.01",5856,656,11001002701,"01JAN2012","31DEC2016",20,9.6,32,17,42,34,2.2,26,5.4,2.5,5.4,5.7,6.8,13,1.1,20,"X","X","X","District of Columbia",1
"2012-16","DC Tract 27.02",6376,631,11001002702,"01JAN2012","31DEC2016",14,6.1,22,9.4,59,27,2.1,28,3.2,2.5,5.8,3.0,2.4,7.4,1.6,19,"X","X","X","District of Columbia",1
"2012-16","DC Tract 28.01",3882,405,11001002801,"01JAN2012","31DEC2016",20,7.9,36,40,20,34,4.6,43,5.7,2.9,7.1,8.0,3.9,7.9,3.0,19,"X","X","X","District of Columbia",1
"2012-16","DC Tract 28.02",4514,417,11001002802,"01JAN2012","31DEC2016",20,9.2,38,25,25,43,7.1,65,5.0,2.8,7.3,3.3,4.1,8.6,2.8,14,"X","X","X","District of Columbia",1
"2012-16","DC Tract 29",4352,459,11001002900,"01JAN2012","31DEC2016",14,4.9,26,27,41,26,2.9,28,3.5,1.5,5.0,6.4,3.4,4.9,1.6,11,"X","X","X","District of Columbia",1
"2012-16","DC Tract 30",3356,340,11001003000,"01JAN2012","31DEC2016",16,9.4,12,46,41,9.4,2.6,69,4.1,2.5,3.6,7.0,4.8,3.9,1.8,17,"X","X","X","District of Columbia",1
"2012-16","DC Tract 31",3176,360,11001003100,"01JAN2012","31DEC2016",15,8.3,30,27,32,29,7.6,45,4.0,2.6,8.4,1.7,6.0,11,5.4,20,"X","X","X","District of Columbia",1
"2012-16","DC Tract 32",5078,578,11001003200,"01JAN2012","31DEC2016",16,11,21,48,22,25,4.4,52,3.2,2.8,6.8,6.5,3.5,7.3,2.3,12,"X","X","X","District of Columbia",1
"2012-16","DC Tract 33.01",3922,417,11001003301,"01JAN2012","31DEC2016",9.8,7.8,10,44,41,7.9,2.8,29,3.5,2.5,2.9,6.6,6.6,3.5,1.7,19,"X","X","X","District of Columbia",1
"2012-16","DC Tract 33.02",2213,244,11001003302,"01JAN2012","31DEC2016",12,6.3,10,41,45,6.1,4.5,23,4.7,2.3,3.2,9.2,3.5,3.1,1.7,23,"X","X","X","District of Columbia",1
"2012-16","DC Tract 34",4723,440,11001003400,"01JAN2012","31DEC2016",9.5,5.5,7.9,60,25,11,1.9,48,3.1,2.5,3.5,7.6,4.7,6.3,1.2,23,"X","X","X","District of Columbia",1
"2012-16","DC Tract 35",5440,403,11001003500,"01JAN2012","31DEC2016",6.9,5.5,14,72,18,2.7,5.4,48,2.6,1.6,4.1,4.9,3.3,1.5,2.7,18,"X","X","X","District of Columbia",1
"2012-16","DC Tract 36",5123,561,11001003600,"01JAN2012","31DEC2016",9.9,4.4,17,32,40,16,8.2,29,3.6,2.1,5.0,6.4,4.3,4.1,4.4,14,"X","X","X","District of Columbia",1
"2012-16","DC Tract 37",5859,577,11001003700,"01JAN2012","31DEC2016",16,6.2,21,34,37,23,5.0,87,4.8,2.4,5.6,7.5,4.0,6.3,2.9,12,"X","X","X","District of Columbia",1
"2012-16","DC Tract 38",5038,347,11001003800,"01JAN2012","31DEC2016",9.0,8.5,27,14,57,19,6.5,8.1,2.9,2.9,6.0,4.1,5.3,4.3,3.3,15,"X","X","X","District of Columbia",1
"2012-16","DC Tract 39",4479,401,11001003900,"01JAN2012","31DEC2016",4.0,8.6,21,11,71,10,5.2,15,2.0,3.0,5.8,2.6,5.2,3.7,2.6,25,"X","X","X","District of Columbia",1
"2012-16","DC Tract 40.01",4310,439,11001004001,"01JAN2012","31DEC2016",8.4,9.7,11,5.3,75,13,6.1,11,2.2,2.6,3.5,3.8,8.2,3.5,3.3,18,"X","X","X","District of Columbia",1
"2012-16","DC Tract 40.02",3137,235,11001004002,"01JAN2012","31DEC2016",7.6,6.2,19,6.0,79,7.9,5.1,0.0,3.7,2.0,4.5,3.8,5.0,3.2,2.2,12,"X","X","X","District of Columbia",1
"2012-16","DC Tract 41",2749,256,11001004100,"01JAN2012","31DEC2016",12,20,23,3.8,78,8.7,6.7,2.8,3.2,3.1,6.3,3.6,6.4,5.4,2.8,7.0,"X","X","X","District of Columbia",1
"2012-16","DC Tract 42.01",3709,366,11001004201,"01JAN2012","31DEC2016",3.7,4.3,14,6.5,79,5.4,3.8,47,2.1,2.1,5.6,3.2,3.7,3.3,2.0,33,"X","X","X","District of Columbia",1
"2012-16","DC Tract 42.02",2492,249,11001004202,"01JAN2012","31DEC2016",3.9,8.9,17,2.5,75,11,7.2,0.0,1.8,3.0,4.9,2.1,7.1,4.9,2.8,34,"X","X","X","District of Columbia",1
"2012-16","DC Tract 43",3918,389,11001004300,"01JAN2012","31DEC2016",9.9,11,22,27,55,13,2.4,39,2.7,3.3,4.3,4.4,5.5,4.8,1.5,26,"X","X","X","District of Columbia",1
"2012-16","DC Tract 44",5551,427,11001004400,"01JAN2012","31DEC2016",7.5,6.2,18,16,68,5.6,4.9,13,2.7,2.4,4.3,5.7,5.2,2.0,2.0,16,"X","X","X","District of Columbia",1
"2012-16","DC Tract 46",2833,328,11001004600,"01JAN2012","31DEC2016",14,8.2,6.8,53,36,5.8,3.9,24,4.8,2.7,3.2,11,6.5,3.6,2.4,21,"X","X","X","District of Columbia",1
"2012-16","DC Tract 47.01",4854,553,11001004701,"01JAN2012","31DEC2016",23,8.9,12,67,15,6.6,8.8,90,7.4,2.9,4.1,8.1,3.9,4.6,2.9,10,"X","X","X","District of Columbia",1
"2012-16","DC Tract 47.02",2875,279,11001004702,"01JAN2012","31DEC2016",9.1,9.2,12,37,48,7.2,4.7,64,2.7,3.1,3.4,8.7,2.3,3.3,1.5,16,"X","X","X","District of Columbia",1
"2012-16","DC Tract 48.01",2560,290,11001004801,"01JAN2012","31DEC2016",11,12,14,42,40,7.1,7.4,13,3.4,3.1,5.4,6.0,3.7,4.5,3.6,21,"X","X","X","District of Columbia",1
"2012-16","DC Tract 48.02",3540,383,11001004802,"01JAN2012","31DEC2016",13,8.8,17,49,29,9.7,10,39,4.3,2.6,8.2,8.8,5.3,8.2,4.9,12,"X","X","X","District of Columbia",1
"2012-16","DC Tract 49.01",2826,297,11001004901,"01JAN2012","31DEC2016",15,7.2,19,38,35,17,6.3,44,3.6,2.5,7.4,8.2,4.1,7.4,4.2,16,"X","X","X","District of Columbia",1
"2012-16","DC Tract 49.02",3155,396,11001004902,"01JAN2012","31DEC2016",12,3.5,25,20,41,25,9.7,68,4.8,2.0,4.9,8.1,4.4,14,3.9,27,"X","X","X","District of Columbia",1
"2012-16","DC Tract 50.01",2076,252,11001005001,"01JAN2012","31DEC2016",8.5,4.6,21,13,61,17,4.6,0.0,4.0,2.1,7.3,9.5,3.4,8.1,1.7,16,"X","X","X","District of Columbia",1
"2012-16","DC Tract 50.02",5971,573,11001005002,"01JAN2012","31DEC2016",7.8,6.2,24,19,43,24,7.8,5.6,4.5,2.4,5.7,3.9,3.2,9.4,2.4,11,"X","X","X","District of Columbia",1
"2012-16","DC Tract 52.01",6205,572,11001005201,"01JAN2012","31DEC2016",2.3,3.9,19,4.3,72,12,7.3,0.0,1.5,2.5,6.5,2.3,4.1,5.9,3.5,20,"X","X","X","District of Columbia",1
"2012-16","DC Tract 53.01",4990,361,11001005301,"01JAN2012","31DEC2016",6.5,6.7,16,2.5,76,9.7,8.3,8.8,3.2,2.3,4.6,1.8,2.8,3.7,2.7,15,"X","X","X","District of Columbia",1
"2012-16","DC Tract 55",6780,706,11001005500,"01JAN2012","31DEC2016",4.9,12,25,5.8,73,8.7,9.1,43,3.2,3.2,5.9,3.1,5.2,2.4,3.1,43,"X","X","X","District of Columbia",1
"2012-16","DC Tract 56",6684,530,11001005600,"01JAN2012","31DEC2016",2.4,16,30,7.0,64,13,10,0.0,1.7,3.8,5.7,3.0,6.1,3.9,2.9,18,"X","X","X","District of Columbia",1
"2012-16","DC Tract 58",2769,332,11001005800,"01JAN2012","31DEC2016",4.9,9.8,23,6.8,63,7.4,20,0.0,2.2,2.9,5.2,8.5,10,3.2,4.4,15,"X","X","X","District of Columbia",1
"2012-16","DC Tract 59",2760,292,11001005900,"01JAN2012","31DEC2016",2.4,4.5,16,19,54,9.0,13,0.0,2.1,2.0,5.4,4.5,6.4,3.6,4.9,44,"X","X","X","District of Columbia",1
"2012-16","DC Tract 64",2455,302,11001006400,"01JAN2012","31DEC2016",22,11,4.6,84,9.2,4.2,1.8,93,4.7,3.2,2.7,5.8,3.6,2.3,1.9,4.2,"X","X","X","District of Columbia",1
"2012-16","DC Tract 65",2569,306,11001006500,"01JAN2012","31DEC2016",11,8.6,12,12,74,10,1.9,9.1,3.2,2.1,5.5,6.8,5.5,6.5,1.9,11,"X","X","X","District of Columbia",1
"2012-16","DC Tract 66",2027,204,11001006600,"01JAN2012","31DEC2016",16,20,14,3.4,83,4.3,4.4,3.1,4.9,4.9,9.9,2.5,5.9,2.3,3.5,8.4,"X","X","X","District of Columbia",1
"2012-16","DC Tract 67",4184,224,11001006700,"01JAN2012","31DEC2016",13,14,5.8,13,76,5.8,3.3,10,3.1,3.1,2.0,1.6,2.7,3.3,1.9,7.1,"X","X","X","District of Columbia",1
"2012-16","DC Tract 68.01",2142,170,11001006801,"01JAN2012","31DEC2016",7.8,11,5.6,50,40,3.2,3.4,34,3.5,3.3,2.8,7.3,4.9,1.7,1.5,23,"X","X","X","District of Columbia",1
"2012-16","DC Tract 68.02",2488,198,11001006802,"01JAN2012","31DEC2016",19,9.4,2.5,35,53,4.5,1.2,20,3.5,1.9,1.3,5.2,5.8,2.2,0.9,14,"X","X","X","District of Columbia",1
"2012-16","DC Tract 68.04",2803,288,11001006804,"01JAN2012","31DEC2016",2.3,2.7,7.3,88,4.1,5.7,0.0,0.0,1.7,2.5,3.2,12,1.8,3.5,0.6,131,"X","X","X","District of Columbia",1
"2012-16","DC Tract 69",2220,194,11001006900,"01JAN2012","31DEC2016",14,9.6,6.9,22,70,4.9,1.8,7.2,3.5,3.2,2.8,4.2,5.3,2.9,1.4,9.0,"X","X","X","District of Columbia",1
"2012-16","DC Tract 70",2834,326,11001007000,"01JAN2012","31DEC2016",11,9.1,8.6,11,67,12,1.9,0.0,3.8,2.3,3.7,3.4,4.1,5.0,1.8,9.6,"X","X","X","District of Columbia",1
"2012-16","DC Tract 71",3349,440,11001007100,"01JAN2012","31DEC2016",24,8.0,4.1,55,38,3.5,2.0,61,6.9,2.8,1.8,10,3.0,2.8,1.5,15,"X","X","X","District of Columbia",1
"2012-16","DC Tract 72",4664,305,11001007200,"01JAN2012","31DEC2016",6.5,6.6,5.1,27,62,5.3,3.6,49,2.4,2.1,2.2,4.9,5.3,1.9,1.6,23,"X","X","X","District of Columbia",1
"2012-16","DC Tract 73.01",4680,401,11001007301,"01JAN2012","31DEC2016",37,0.4,5.6,23,58,11,2.0,6.9,6.2,1.1,2.5,6.1,5.7,4.1,1.4,4.9,"X","X","X","District of Columbia",1
"2012-16","DC Tract 73.04",3427,463,11001007304,"01JAN2012","31DEC2016",22,13,1.1,93,4.3,0.6,0.0,87,5.2,2.8,1.2,6.5,2.0,1.0,0.5,8.3,"X","X","X","District of Columbia",1
"2012-16","DC Tract 74.01",2314,206,11001007401,"01JAN2012","31DEC2016",35,6.7,1.0,98,0.0,1.7,0.5,86,5.2,2.6,0.7,2.4,0.5,1.2,0.7,0.7,"X","X","X","District of Columbia",1
"2012-16","DC Tract 74.03",3192,374,11001007403,"01JAN2012","31DEC2016",33,4.7,4.6,96,1.4,2.3,0.0,67,6.5,2.3,4.8,4.8,1.8,3.4,0.5,14,"X","X","X","District of Columbia",1
"2012-16","DC Tract 74.04",3785,579,11001007404,"01JAN2012","31DEC2016",37,6.1,1.9,93,0.7,4.1,0.2,83,6.4,2.7,1.8,6.7,1.0,6.6,0.4,12,"X","X","X","District of Columbia",1
"2012-16","DC Tract 74.06",2954,480,11001007406,"01JAN2012","31DEC2016",38,3.1,3.8,91,0.1,7.4,0.4,75,5.9,1.7,3.4,13,0.2,8.0,0.8,7.8,"X","X","X","District of Columbia",1
"2012-16","DC Tract 74.07",2901,328,11001007407,"01JAN2012","31DEC2016",29,9.7,3.0,95,1.5,1.2,0.0,85,6.0,3.8,2.2,2.1,2.0,1.9,0.6,7.9,"X","X","X","District of Columbia",1
"2012-16","DC Tract 74.08",3607,453,11001007408,"01JAN2012","31DEC2016",30,5.0,1.2,93,1.4,1.3,0.0,88,5.3,2.5,1.2,5.2,1.1,1.5,0.5,6.8,"X","X","X","District of Columbia",1
"2012-16","DC Tract 74.09",3894,442,11001007409,"01JAN2012","31DEC2016",32,5.5,4.2,95,0.7,2.9,1.2,84,7.1,1.9,3.6,0.2,0.8,4.6,2.0,5.7,"X","X","X","District of Columbia",1
"2012-16","DC Tract 75.02",5164,488,11001007502,"01JAN2012","31DEC2016",31,11,1.0,98,1.1,0.3,0.0,87,5.3,2.5,0.9,13,0.8,0.4,0.5,4.7,"X","X","X","District of Columbia",1
"2012-16","DC Tract 75.03",2648,295,11001007503,"01JAN2012","31DEC2016",35,8.0,1.9,95,3.9,0.6,0.2,79,5.6,2.7,1.5,5.9,2.3,0.7,0.6,7.4,"X","X","X","District of Columbia",1
"2012-16","DC Tract 75.04",2903,400,11001007504,"01JAN2012","31DEC2016",31,3.9,1.7,99,0.8,0.0,0.0,79,6.0,1.7,1.3,2.0,0.7,0.4,0.6,3.3,"X","X","X","District of Columbia",1
"2012-16","DC Tract 76.01",4909,583,11001007601,"01JAN2012","31DEC2016",22,12,2.4,91,6.0,2.5,0.4,65,5.7,2.6,1.4,5.6,3.4,2.4,0.6,15,"X","X","X","District of Columbia",1
"2012-16","DC Tract 76.03",4034,567,11001007603,"01JAN2012","31DEC2016",21,19,1.9,85,5.2,8.8,0.7,70,5.1,5.3,1.3,6.6,3.0,7.5,0.8,23,"X","X","X","District of Columbia",1
"2012-16","DC Tract 76.04",4012,394,11001007604,"01JAN2012","31DEC2016",21,11,2.8,88,4.6,3.3,0.6,86,6.6,2.5,1.8,4.1,2.4,2.5,0.7,6.6,"X","X","X","District of Columbia",1
"2012-16","DC Tract 76.05",3993,344,11001007605,"01JAN2012","31DEC2016",20,13,7.9,85,2.9,4.9,4.1,44,5.0,2.7,4.8,5.4,1.9,6.2,4.3,16,"X","X","X","District of Columbia",1
"2012-16","DC Tract 77.03",5521,854,11001007703,"01JAN2012","31DEC2016",35,9.8,4.5,94,0.0,5.4,0.5,83,5.8,3.2,6.2,1.9,0.3,7.4,0.9,5.2,"X","X","X","District of Columbia",1
"2012-16","DC Tract 77.07",4507,502,11001007707,"01JAN2012","31DEC2016",31,15,0.2,98,0.0,1.5,0.0,76,5.8,2.1,0.2,2.5,0.3,2.3,0.4,13,"X","X","X","District of Columbia",1
"2012-16","DC Tract 77.08",3012,318,11001007708,"01JAN2012","31DEC2016",25,10,0.0,100,0.0,0.0,0.0,75,7.8,2.8,0.4,0.0,0.4,0.4,0.6,21,"X","X","X","District of Columbia",1
"2012-16","DC Tract 77.09",2275,270,11001007709,"01JAN2012","31DEC2016",17,15,3.4,89,0.9,5.6,0.0,81,4.4,3.2,2.8,2.1,0.7,4.4,0.7,9.4,"X","X","X","District of Columbia",1
"2012-16","DC Tract 78.03",3707,460,11001007803,"01JAN2012","31DEC2016",23,15,8.1,88,1.6,9.1,0.0,72,6.0,3.7,4.6,6.0,1.1,8.2,0.5,12,"X","X","X","District of Columbia",1
"2012-16","DC Tract 78.04",3547,665,11001007804,"01JAN2012","31DEC2016",26,17,6.5,93,0.2,4.9,0.2,63,6.1,6.8,3.2,7.3,0.3,5.0,0.5,17,"X","X","X","District of Columbia",1
"2012-16","DC Tract 78.06",2078,316,11001007806,"01JAN2012","31DEC2016",22,15,2.0,97,2.6,0.1,0.0,71,5.8,3.0,1.4,4.5,2.5,0.2,0.8,7.1,"X","X","X","District of Columbia",1
"2012-16","DC Tract 78.07",2317,219,11001007807,"01JAN2012","31DEC2016",23,9.8,5.5,93,0.9,4.3,0.4,68,5.4,2.3,3.2,4.3,1.2,5.2,0.8,9.7,"X","X","X","District of Columbia",1
"2012-16","DC Tract 78.08",3847,441,11001007808,"01JAN2012","31DEC2016",27,12,15,95,0.3,4.4,0.2,58,6.2,3.0,8.2,2.8,0.4,2.8,0.5,14,"X","X","X","District of Columbia",1
"2012-16","DC Tract 78.09",3074,417,11001007809,"01JAN2012","31DEC2016",23,13,2.5,96,0.5,1.6,0.7,94,5.5,3.6,1.8,2.2,0.7,1.4,1.0,7.8,"X","X","X","District of Columbia",1
"2012-16","DC Tract 79.01",3897,450,11001007901,"01JAN2012","31DEC2016",20,8.3,1.4,72,22,2.7,0.6,55,3.8,2.3,0.9,8.4,1.6,1.6,0.6,17,"X","X","X","District of Columbia",1
"2012-16","DC Tract 79.03",1907,257,11001007903,"01JAN2012","31DEC2016",20,12,3.4,74,18,3.8,1.5,50,4.1,2.3,1.6,8.2,5.2,2.7,1.3,17,"X","X","X","District of Columbia",1
"2012-16","DC Tract 80.01",3162,349,11001008001,"01JAN2012","31DEC2016",18,7.0,7.7,28,59,4.0,4.3,31,3.9,2.1,3.2,7.7,5.1,1.9,2.5,19,"X","X","X","District of Columbia",1
"2012-16","DC Tract 80.02",3437,279,11001008002,"01JAN2012","31DEC2016",16,8.5,6.2,29,61,5.3,2.7,14,3.1,2.7,2.4,4.4,4.3,2.7,1.5,9.8,"X","X","X","District of Columbia",1
"2012-16","DC Tract 81",3237,225,11001008100,"01JAN2012","31DEC2016",15,11,5.2,11,77,6.7,2.1,5.0,3.4,3.0,1.9,2.7,4.1,3.2,1.3,6.6,"X","X","X","District of Columbia",1
"2012-16","DC Tract 82",3006,337,11001008200,"01JAN2012","31DEC2016",11,7.6,9.5,5.7,80,7.6,3.9,4.9,2.9,2.3,2.6,2.8,4.1,3.6,2.1,9.9,"X","X","X","District of Columbia",1
"2012-16","DC Tract 83.01",2419,274,11001008301,"01JAN2012","31DEC2016",11,6.0,6.8,9.5,71,7.9,5.5,3.3,3.6,2.7,3.3,2.6,3.5,4.2,3.4,8.0,"X","X","X","District of Columbia",1
"2012-16","DC Tract 83.02",2446,190,11001008302,"01JAN2012","31DEC2016",14,12,7.3,21,69,3.8,4.1,3.3,3.2,2.9,2.6,6.1,1.0,2.1,2.1,7.9,"X","X","X","District of Columbia",1
