"timeframe","geo2010","geo2010_nf","start_date","end_date","PctPoorPersons","PctPoorChildren","PctPoorElderly","AvgFamilyIncAdj","PctPoorPersons_m","PctPoorChildren_m","PctPoorElderly_m","AvgFamilyIncAdj_m","PctChgAvgFamilyIncAdj","Tanf_client","Fs_client","ucounty"
1990,"DC Tract 2.02",11001000202,"01JAN1990","31DEC1990",20,5.5,13,298401,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 3",11001000300,"01JAN1990","31DEC1990",19,11,5.0,167232,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 4",11001000400,"01JAN1990","31DEC1990",4.1,2.7,7.8,347224,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 5.01",11001000501,"01JAN1990","31DEC1990",7.0,0.0,14,159841,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 5.02",11001000502,"01JAN1990","31DEC1990",2.5,0.0,1.6,210698,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 6",11001000600,"01JAN1990","31DEC1990",4.5,0.0,6.3,360295,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 7.01",11001000701,"01JAN1990","31DEC1990",5.0,3.1,2.6,255613,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 7.02",11001000702,"01JAN1990","31DEC1990",11,7.8,1.9,96903,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 8.01",11001000801,"01JAN1990","31DEC1990",8.4,6.6,2.4,329625,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 8.02",11001000802,"01JAN1990","31DEC1990",9.6,9.8,3.0,202955,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 9.01",11001000901,"01JAN1990","31DEC1990",4.7,1.9,0.0,358517,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 9.02",11001000902,"01JAN1990","31DEC1990",4.7,0.0,7.2,240012,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 10.01",11001001001,"01JAN1990","31DEC1990",7.2,2.6,5.2,181917,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 10.02",11001001002,"01JAN1990","31DEC1990",8.1,0.0,5.7,140405,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 11",11001001100,"01JAN1990","31DEC1990",5.5,1.1,7.9,244200,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 12",11001001200,"01JAN1990","31DEC1990",5.1,0.0,3.0,172084,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 13.01",11001001301,"01JAN1990","31DEC1990",5.3,0.0,5.7,306596,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 13.02",11001001302,"01JAN1990","31DEC1990",2.8,0.0,3.1,191319,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 14.01",11001001401,"01JAN1990","31DEC1990",3.5,1.1,2.9,211485,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 14.02",11001001402,"01JAN1990","31DEC1990",6.6,0.0,21,173311,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 15",11001001500,"01JAN1990","31DEC1990",2.2,1.2,3.8,195844,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 16",11001001600,"01JAN1990","31DEC1990",2.4,0.0,3.8,196696,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 17.02",11001001702,"01JAN1990","31DEC1990",4.3,5.4,3.9,104335,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 18.03",11001001803,"01JAN1990","31DEC1990",9.0,12,16,95144,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 18.04",11001001804,"01JAN1990","31DEC1990",9.5,9.8,11,83080,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 19.01",11001001901,"01JAN1990","31DEC1990",6.0,5.9,7.6,105649,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 19.02",11001001902,"01JAN1990","31DEC1990",6.5,8.1,11,96917,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 20.01",11001002001,"01JAN1990","31DEC1990",15,21,23,105624,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 20.02",11001002002,"01JAN1990","31DEC1990",7.1,7.0,16,96506,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 21.01",11001002101,"01JAN1990","31DEC1990",14,24,15,69818,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 21.02",11001002102,"01JAN1990","31DEC1990",6.8,6.3,12,85566,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 22.01",11001002201,"01JAN1990","31DEC1990",9.9,12,17,86978,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 22.02",11001002202,"01JAN1990","31DEC1990",11,16,16,74423,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 23.01",11001002301,"01JAN1990","31DEC1990",9.1,7.8,22,87693,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 23.02",11001002302,"01JAN1990","31DEC1990",15,17,31,93485,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 24",11001002400,"01JAN1990","31DEC1990",9.0,3.9,12,82034,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 25.01",11001002501,"01JAN1990","31DEC1990",7.8,1.9,14,86338,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 25.02",11001002502,"01JAN1990","31DEC1990",16,20,14,67993,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 26",11001002600,"01JAN1990","31DEC1990",6.4,2.3,5.1,196614,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 27.01",11001002701,"01JAN1990","31DEC1990",14,24,7.4,95670,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 27.02",11001002702,"01JAN1990","31DEC1990",15,20,31,76987,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 28.01",11001002801,"01JAN1990","31DEC1990",24,27,40,54896,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 28.02",11001002802,"01JAN1990","31DEC1990",33,41,50,45868,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 29",11001002900,"01JAN1990","31DEC1990",12,10,17,62553,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 30",11001003000,"01JAN1990","31DEC1990",31,48,49,70778,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 31",11001003100,"01JAN1990","31DEC1990",23,23,20,58023,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 32",11001003200,"01JAN1990","31DEC1990",19,23,17,61401,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 33.01",11001003301,"01JAN1990","31DEC1990",14,8.5,12,87047,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 33.02",11001003302,"01JAN1990","31DEC1990",19,24,20,74218,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 34",11001003400,"01JAN1990","31DEC1990",30,27,38,51718,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 35",11001003500,"01JAN1990","31DEC1990",31,38,38,54774,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 36",11001003600,"01JAN1990","31DEC1990",45,70,41,43013,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 37",11001003700,"01JAN1990","31DEC1990",29,33,44,51324,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 38",11001003800,"01JAN1990","31DEC1990",18,35,25,57702,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 39",11001003900,"01JAN1990","31DEC1990",11,9.6,5.4,87980,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 40.01",11001004001,"01JAN1990","31DEC1990",5.7,6.8,13,195598,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 40.02",11001004002,"01JAN1990","31DEC1990",8.2,22,13,87946,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 41",11001004100,"01JAN1990","31DEC1990",4.9,4.8,1.5,275069,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 42.01",11001004201,"01JAN1990","31DEC1990",8.1,13,34,107688,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 42.02",11001004202,"01JAN1990","31DEC1990",11,2.7,12,148099,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 43",11001004300,"01JAN1990","31DEC1990",21,28,33,83785,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 44",11001004400,"01JAN1990","31DEC1990",16,21,18,69049,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 46",11001004600,"01JAN1990","31DEC1990",18,22,19,71812,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 47.01",11001004701,"01JAN1990","31DEC1990",40,42,60,41502,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 47.02",11001004702,"01JAN1990","31DEC1990",40,42,60,41502,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 48.01",11001004801,"01JAN1990","31DEC1990",36,37,52,80963,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 48.02",11001004802,"01JAN1990","31DEC1990",18,15,31,58078,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 49.01",11001004901,"01JAN1990","31DEC1990",34,48,51,44649,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 49.02",11001004902,"01JAN1990","31DEC1990",26,34,47,45658,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 50.01",11001005001,"01JAN1990","31DEC1990",28,22,44,67663,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 50.02",11001005002,"01JAN1990","31DEC1990",28,22,44,67663,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 52.01",11001005201,"01JAN1990","31DEC1990",17,16,22,98094,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 53.01",11001005301,"01JAN1990","31DEC1990",13,29,12,105842,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 55",11001005500,"01JAN1990","31DEC1990",11,13,3.1,223535,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 56",11001005600,"01JAN1990","31DEC1990",16,0.0,9.4,276366,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 58",11001005800,"01JAN1990","31DEC1990",51,58,70,35269,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 59",11001005900,"01JAN1990","31DEC1990",30,5.9,55,63679,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 64",11001006400,"01JAN1990","31DEC1990",46,61,31,38957,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 65",11001006500,"01JAN1990","31DEC1990",3.7,0.0,0.0,176462,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 66",11001006600,"01JAN1990","31DEC1990",7.4,0.0,3.3,247585,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 67",11001006700,"01JAN1990","31DEC1990",7.4,5.8,18,149290,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 68.01",11001006801,"01JAN1990","31DEC1990",16,25,14,80701,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 68.02",11001006802,"01JAN1990","31DEC1990",13,19,8.9,87255,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 68.04",11001006804,"01JAN1990","31DEC1990",0.0,"i",0.0,107345,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 69",11001006900,"01JAN1990","31DEC1990",16,37,23,88943,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 70",11001007000,"01JAN1990","31DEC1990",8.8,8.5,19,123515,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 71",11001007100,"01JAN1990","31DEC1990",36,53,46,53378,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 72",11001007200,"01JAN1990","31DEC1990",54,63,64,37571,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 73.01",11001007301,"01JAN1990","31DEC1990",7.4,9.3,0.0,70789,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 73.04",11001007304,"01JAN1990","31DEC1990",32,40,28,53452,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 74.01",11001007401,"01JAN1990","31DEC1990",45,65,42,39047,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 74.03",11001007403,"01JAN1990","31DEC1990",33,46,37,45808,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 74.04",11001007404,"01JAN1990","31DEC1990",41,54,62,37171,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 74.06",11001007406,"01JAN1990","31DEC1990",40,47,35,43803,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 74.07",11001007407,"01JAN1990","31DEC1990",21,33,7.5,53256,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 74.08",11001007408,"01JAN1990","31DEC1990",38,50,31,43956,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 74.09",11001007409,"01JAN1990","31DEC1990",28,34,30,49915,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 75.02",11001007502,"01JAN1990","31DEC1990",34,47,25,47174,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 75.03",11001007503,"01JAN1990","31DEC1990",35,48,27,51921,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 75.04",11001007504,"01JAN1990","31DEC1990",31,40,42,46389,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 76.01",11001007601,"01JAN1990","31DEC1990",14,17,33,76623,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 76.03",11001007603,"01JAN1990","31DEC1990",11,11,14,94191,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 76.04",11001007604,"01JAN1990","31DEC1990",11,25,5.0,83786,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 76.05",11001007605,"01JAN1990","31DEC1990",12,18,10,71646,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 77.03",11001007703,"01JAN1990","31DEC1990",28,41,25,49974,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 77.07",11001007707,"01JAN1990","31DEC1990",11,15,14,77820,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 77.08",11001007708,"01JAN1990","31DEC1990",20,29,27,56732,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 77.09",11001007709,"01JAN1990","31DEC1990",14,15,21,66118,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 78.03",11001007803,"01JAN1990","31DEC1990",17,26,14,66514,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 78.04",11001007804,"01JAN1990","31DEC1990",36,52,28,60808,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 78.06",11001007806,"01JAN1990","31DEC1990",21,31,22,55864,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 78.07",11001007807,"01JAN1990","31DEC1990",19,22,31,69338,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 78.08",11001007808,"01JAN1990","31DEC1990",38,54,29,51855,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 78.09",11001007809,"01JAN1990","31DEC1990",14,17,16,55803,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 79.01",11001007901,"01JAN1990","31DEC1990",23,35,22,55170,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 79.03",11001007903,"01JAN1990","31DEC1990",11,11,10,72844,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 80.01",11001008001,"01JAN1990","31DEC1990",10,19,24,81970,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 80.02",11001008002,"01JAN1990","31DEC1990",11,13,24,94189,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 81",11001008100,"01JAN1990","31DEC1990",7.0,8.8,6.6,119903,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 82",11001008200,"01JAN1990","31DEC1990",6.5,5.1,3.8,148225,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 83.01",11001008301,"01JAN1990","31DEC1990",9.6,1.9,29,133324,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 83.02",11001008302,"01JAN1990","31DEC1990",12,24,3.6,136143,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 84.02",11001008402,"01JAN1990","31DEC1990",31,18,39,100914,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 84.10",11001008410,"01JAN1990","31DEC1990",8.4,4.3,13,87295,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 87.01",11001008701,"01JAN1990","31DEC1990",13,3.8,10,72976,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 87.02",11001008702,"01JAN1990","31DEC1990",17,20,22,64814,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 88.02",11001008802,"01JAN1990","31DEC1990",21,27,27,66753,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 88.03",11001008803,"01JAN1990","31DEC1990",28,40,21,44316,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 88.04",11001008804,"01JAN1990","31DEC1990",25,30,25,48802,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 89.03",11001008903,"01JAN1990","31DEC1990",19,24,24,55179,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 89.04",11001008904,"01JAN1990","31DEC1990",27,38,22,50338,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 90",11001009000,"01JAN1990","31DEC1990",22,0.0,44,90111,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 91.02",11001009102,"01JAN1990","31DEC1990",23,32,26,60842,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 92.01",11001009201,"01JAN1990","31DEC1990",11,28,5.8,66753,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 92.03",11001009203,"01JAN1990","31DEC1990",16,21,23,68907,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 92.04",11001009204,"01JAN1990","31DEC1990",29,39,36,71879,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 93.01",11001009301,"01JAN1990","31DEC1990",7.0,6.9,7.4,103354,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 93.02",11001009302,"01JAN1990","31DEC1990",17,22,22,72309,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 94",11001009400,"01JAN1990","31DEC1990",7.6,5.8,8.6,96558,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 95.01",11001009501,"01JAN1990","31DEC1990",13,6.8,12,71549,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 95.03",11001009503,"01JAN1990","31DEC1990",3.5,0.0,7.6,125142,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 95.04",11001009504,"01JAN1990","31DEC1990",7.7,8.1,9.8,103010,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 95.05",11001009505,"01JAN1990","31DEC1990",6.5,9.8,10,93731,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 95.07",11001009507,"01JAN1990","31DEC1990",2.8,0.0,10,91103,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 95.08",11001009508,"01JAN1990","31DEC1990",3.7,4.0,3.5,99997,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 95.09",11001009509,"01JAN1990","31DEC1990",2.0,1.4,4.0,106570,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 96.01",11001009601,"01JAN1990","31DEC1990",9.8,5.5,21,93696,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 96.02",11001009602,"01JAN1990","31DEC1990",33,44,13,36756,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 96.03",11001009603,"01JAN1990","31DEC1990",11,11,23,71671,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 96.04",11001009604,"01JAN1990","31DEC1990",9.0,15,13,70992,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 97",11001009700,"01JAN1990","31DEC1990",37,55,8.7,44652,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 98.01",11001009801,"01JAN1990","31DEC1990",37,52,9.7,43027,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 98.02",11001009802,"01JAN1990","31DEC1990",34,47,32,46053,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 98.03",11001009803,"01JAN1990","31DEC1990",21,29,22,53082,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 98.04",11001009804,"01JAN1990","31DEC1990",21,31,5.3,58156,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 98.07",11001009807,"01JAN1990","31DEC1990",13,18,8.1,71241,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 98.10",11001009810,"01JAN1990","31DEC1990",31,38,41,45346,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 98.11",11001009811,"01JAN1990","31DEC1990",31,38,41,45346,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 99.01",11001009901,"01JAN1990","31DEC1990",4.7,5.5,5.4,114710,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 99.02",11001009902,"01JAN1990","31DEC1990",5.8,8.6,12,98928,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 99.03",11001009903,"01JAN1990","31DEC1990",33,41,45,53131,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 99.04",11001009904,"01JAN1990","31DEC1990",28,47,5.4,53153,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 99.05",11001009905,"01JAN1990","31DEC1990",20,35,14,60468,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 99.06",11001009906,"01JAN1990","31DEC1990",17,19,3.4,58501,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 99.07",11001009907,"01JAN1990","31DEC1990",32,53,4.8,50870,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 101",11001010100,"01JAN1990","31DEC1990",13,13,8.2,61160,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 102",11001010200,"01JAN1990","31DEC1990",5.8,0.0,6.5,132077,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 103",11001010300,"01JAN1990","31DEC1990",9.5,6.9,9.9,113755,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 104",11001010400,"01JAN1990","31DEC1990",20,31,13,65589,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 105",11001010500,"01JAN1990","31DEC1990",22,48,8.1,73670,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 106",11001010600,"01JAN1990","31DEC1990",19,21,32,68438,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 107",11001010700,"01JAN1990","31DEC1990",13,0.0,13,136545,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 108",11001010800,"01JAN1990","31DEC1990",40,35,7.3,129231,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 109",11001010900,"01JAN1990","31DEC1990",23,41,20,50128,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 110",11001011000,"01JAN1990","31DEC1990",6.9,18,7.0,136748,".",".",".",".","X","X","X","District of Columbia"
1990,"DC Tract 111",11001011100,"01JAN1990","31DEC1990",10,12,12,88870,".",".",".",".","X","X","X","District of Columbia"
1990,"MD Tract 009 8601.01",24009860101,"01JAN1990","31DEC1990",1.2,1.7,0.0,137045,".",".",".",".","X","X","X","Calvert"
1990,"MD Tract 009 8601.02",24009860102,"01JAN1990","31DEC1990",1.2,1.7,0.0,136778,".",".",".",".","X","X","X","Calvert"
1990,"MD Tract 009 8602",24009860200,"01JAN1990","31DEC1990",4.5,5.6,13,122096,".",".",".",".","X","X","X","Calvert"
1990,"MD Tract 009 8603",24009860300,"01JAN1990","31DEC1990",4.9,7.1,13,133988,".",".",".",".","X","X","X","Calvert"
1990,"MD Tract 009 8604.01",24009860401,"01JAN1990","31DEC1990",3.8,4.5,7.4,93035,".",".",".",".","X","X","X","Calvert"
1990,"MD Tract 009 8604.02",24009860402,"01JAN1990","31DEC1990",3.8,4.4,7.1,92991,".",".",".",".","X","X","X","Calvert"
1990,"MD Tract 009 8605.01",24009860501,"01JAN1990","31DEC1990",5.1,7.5,13,118183,".",".",".",".","X","X","X","Calvert"
1990,"MD Tract 009 8605.02",24009860502,"01JAN1990","31DEC1990",5.1,7.6,12,118113,".",".",".",".","X","X","X","Calvert"
1990,"MD Tract 009 8606",24009860600,"01JAN1990","31DEC1990",5.0,5.7,13,120014,".",".",".",".","X","X","X","Calvert"
1990,"MD Tract 009 8607.01",24009860701,"01JAN1990","31DEC1990",8.2,9.1,11,94820,".",".",".",".","X","X","X","Calvert"
1990,"MD Tract 009 8607.02",24009860702,"01JAN1990","31DEC1990",8.1,9.1,10,94996,".",".",".",".","X","X","X","Calvert"
1990,"MD Tract 009 8607.03",24009860703,"01JAN1990","31DEC1990",8.2,9.0,10,94941,".",".",".",".","X","X","X","Calvert"
1990,"MD Tract 009 8608.01",24009860801,"01JAN1990","31DEC1990",6.0,8.0,7.0,106196,".",".",".",".","X","X","X","Calvert"
1990,"MD Tract 009 8608.02",24009860802,"01JAN1990","31DEC1990",6.0,7.9,7.3,106190,".",".",".",".","X","X","X","Calvert"
1990,"MD Tract 009 8609",24009860900,"01JAN1990","31DEC1990",9.0,13,6.0,92797,".",".",".",".","X","X","X","Calvert"
1990,"MD Tract 009 8610.01",24009861001,"01JAN1990","31DEC1990",5.0,6.5,5.8,89312,".",".",".",".","X","X","X","Calvert"
1990,"MD Tract 009 8610.03",24009861003,"01JAN1990","31DEC1990",5.0,6.9,5.8,89435,".",".",".",".","X","X","X","Calvert"
1990,"MD Tract 009 8610.04",24009861004,"01JAN1990","31DEC1990",5.0,6.9,5.8,89435,".",".",".",".","X","X","X","Calvert"
1990,"MD Tract 017 8501.01",24017850101,"01JAN1990","31DEC1990",2.7,0.7,7.3,102902,".",".",".",".","X","X","X","Charles"
1990,"MD Tract 017 8501.02",24017850102,"01JAN1990","31DEC1990",2.7,0.7,7.3,102902,".",".",".",".","X","X","X","Charles"
1990,"MD Tract 017 8502.01",24017850201,"01JAN1990","31DEC1990",6.9,9.7,16,67429,".",".",".",".","X","X","X","Charles"
1990,"MD Tract 017 8502.02",24017850202,"01JAN1990","31DEC1990",5.8,7.3,3.3,85537,".",".",".",".","X","X","X","Charles"
1990,"MD Tract 017 8503",24017850300,"01JAN1990","31DEC1990",12,14,17,84168,".",".",".",".","X","X","X","Charles"
1990,"MD Tract 017 8504",24017850400,"01JAN1990","31DEC1990",20,28,29,84022,".",".",".",".","X","X","X","Charles"
1990,"MD Tract 017 8505",24017850500,"01JAN1990","31DEC1990",5.0,7.3,7.4,113525,".",".",".",".","X","X","X","Charles"
1990,"MD Tract 017 8506",24017850600,"01JAN1990","31DEC1990",4.2,4.7,12,104103,".",".",".",".","X","X","X","Charles"
1990,"MD Tract 017 8507.06",24017850706,"01JAN1990","31DEC1990",2.4,3.2,2.0,101018,".",".",".",".","X","X","X","Charles"
1990,"MD Tract 017 8507.08",24017850708,"01JAN1990","31DEC1990",2.4,3.2,2.0,101018,".",".",".",".","X","X","X","Charles"
1990,"MD Tract 017 8507.09",24017850709,"01JAN1990","31DEC1990",2.4,3.2,2.0,101018,".",".",".",".","X","X","X","Charles"
1990,"MD Tract 017 8507.10",24017850710,"01JAN1990","31DEC1990",2.2,2.0,0.0,101171,".",".",".",".","X","X","X","Charles"
