GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Less than $10,000","Margin of Error; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Margin of Error; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Margin of Error; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Margin of Error; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Margin of Error; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Margin of Error; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Margin of Error; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $44,999","Margin of Error; Total: - $40,000 to $44,999","Estimate; Total: - $45,000 to $49,999","Margin of Error; Total: - $45,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Margin of Error; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $74,999","Margin of Error; Total: - $60,000 to $74,999","Estimate; Total: - $75,000 to $99,999","Margin of Error; Total: - $75,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Margin of Error; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Margin of Error; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $199,999","Margin of Error; Total: - $150,000 to $199,999","Estimate; Total: - $200,000 or more","Margin of Error; Total: - $200,000 or more"
1500000US110010039003,110010039003,"Block Group 3, Census Tract 39, District of Columbia, District of Columbia",657,139,0,12,0,12,68,85,10,15,34,39,0,12,0,12,13,20,49,62,28,32,57,48,151,98,53,44,39,36,83,55,72,46
1500000US110010039004,110010039004,"Block Group 4, Census Tract 39, District of Columbia, District of Columbia",503,126,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,26,13,20,32,36,56,44,31,33,56,70,90,76,43,41,166,90
1500000US110010040011,110010040011,"Block Group 1, Census Tract 40.01, District of Columbia, District of Columbia",750,110,0,12,0,12,82,71,0,12,0,12,0,12,0,12,13,20,0,12,20,32,67,48,109,80,58,48,115,88,77,57,209,92
1500000US110010040012,110010040012,"Block Group 2, Census Tract 40.01, District of Columbia, District of Columbia",361,69,16,28,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,50,36,37,28,45,36,14,23,51,43,53,43,95,50
1500000US110010040013,110010040013,"Block Group 3, Census Tract 40.01, District of Columbia, District of Columbia",1108,133,31,35,0,12,15,23,11,18,15,23,16,23,0,12,61,22,38,34,79,82,88,77,116,82,233,118,108,65,125,64,172,74
1500000US110010040021,110010040021,"Block Group 1, Census Tract 40.02, District of Columbia, District of Columbia",361,69,11,13,11,17,0,12,0,12,0,12,0,12,9,15,11,17,30,24,0,12,49,35,116,65,16,19,37,29,34,30,37,26
1500000US110010040022,110010040022,"Block Group 2, Census Tract 40.02, District of Columbia, District of Columbia",969,103,38,25,0,12,20,21,38,53,9,14,0,12,17,18,23,21,53,47,14,15,79,43,110,48,121,53,207,80,69,37,171,53
1500000US110010040023,110010040023,"Block Group 3, Census Tract 40.02, District of Columbia, District of Columbia",495,72,11,13,10,17,0,12,6,10,19,23,15,18,15,18,45,47,0,12,31,40,44,28,117,58,53,47,34,28,43,23,52,34
1500000US110010041001,110010041001,"Block Group 1, Census Tract 41, District of Columbia, District of Columbia",810,119,15,17,7,11,0,12,0,12,0,12,7,11,17,19,0,12,0,12,44,28,39,29,158,79,90,60,126,73,57,36,250,76
1500000US110010041002,110010041002,"Block Group 2, Census Tract 41, District of Columbia, District of Columbia",350,62,0,12,25,40,10,17,0,12,0,12,0,12,0,12,8,13,20,20,18,19,18,20,74,62,19,21,40,31,16,19,102,49
1500000US110010041003,110010041003,"Block Group 3, Census Tract 41, District of Columbia, District of Columbia",300,57,17,19,9,13,3,5,0,12,0,12,0,12,0,12,0,12,0,12,16,17,18,20,25,29,12,14,14,16,28,27,158,54
1500000US110010042011,110010042011,"Block Group 1, Census Tract 42.01, District of Columbia, District of Columbia",1064,127,12,20,38,40,22,28,25,37,0,12,11,19,55,44,15,25,9,16,89,66,196,98,162,68,184,113,110,58,69,56,67,49
1500000US110010042012,110010042012,"Block Group 2, Census Tract 42.01, District of Columbia, District of Columbia",1093,121,40,37,0,12,0,12,0,12,0,12,0,12,16,25,0,12,0,12,38,36,118,91,145,88,110,66,144,67,140,73,342,101
1500000US110010042021,110010042021,"Block Group 1, Census Tract 42.02, District of Columbia, District of Columbia",769,101,43,32,0,12,30,26,14,23,10,16,16,19,5,8,14,15,21,21,12,16,123,62,48,28,91,62,59,35,117,53,166,89
1500000US110010042022,110010042022,"Block Group 2, Census Tract 42.02, District of Columbia, District of Columbia",868,111,53,36,0,12,8,14,5,8,15,17,20,23,0,12,22,26,37,31,51,32,116,64,90,51,163,81,107,65,81,50,100,41
1500000US110010043001,110010043001,"Block Group 1, Census Tract 43, District of Columbia, District of Columbia",1228,125,47,34,67,41,49,41,48,37,8,14,75,65,35,56,37,30,36,34,51,33,66,47,102,50,110,50,187,76,117,69,193,94
1500000US110010043002,110010043002,"Block Group 2, Census Tract 43, District of Columbia, District of Columbia",821,111,75,87,41,44,13,20,31,34,14,25,34,32,13,22,9,15,13,21,24,26,168,70,24,27,91,70,28,25,108,60,135,69
1500000US110010044001,110010044001,"Block Group 1, Census Tract 44, District of Columbia, District of Columbia",1807,162,141,104,21,24,0,12,39,37,78,94,11,18,17,26,0,12,17,27,49,47,16,25,97,66,185,87,123,68,538,162,475,137
1500000US110010044002,110010044002,"Block Group 2, Census Tract 44, District of Columbia, District of Columbia",957,145,32,37,25,28,0,12,40,58,0,12,0,12,0,12,61,76,65,76,12,19,8,14,89,56,137,91,84,68,68,42,336,114
1500000US110010046001,110010046001,"Block Group 1, Census Tract 46, District of Columbia, District of Columbia",506,100,59,61,50,40,12,19,92,71,22,35,0,12,21,28,10,16,10,16,0,12,0,12,39,33,15,23,7,11,76,57,93,45
1500000US110010046002,110010046002,"Block Group 2, Census Tract 46, District of Columbia, District of Columbia",764,100,48,34,28,31,51,57,13,19,10,17,24,28,9,14,31,30,13,20,61,47,7,11,88,52,116,55,99,81,84,44,82,44
1500000US110010047011,110010047011,"Block Group 1, Census Tract 47.01, District of Columbia, District of Columbia",621,130,159,124,68,71,145,150,133,124,15,25,0,12,0,12,30,45,17,28,0,12,0,12,25,39,0,12,0,12,29,46,0,12
1500000US110010047012,110010047012,"Block Group 2, Census Tract 47.01, District of Columbia, District of Columbia",1809,199,364,159,108,83,71,81,44,41,123,99,12,21,0,12,98,93,81,85,50,49,156,104,126,66,193,93,72,52,146,78,165,96
1500000US110010047021,110010047021,"Block Group 1, Census Tract 47.02, District of Columbia, District of Columbia",1540,62,127,55,48,36,67,41,29,25,29,33,41,28,46,26,29,21,8,9,90,67,73,26,181,49,159,53,111,39,215,60,287,65
1500000US110010048011,110010048011,"Block Group 1, Census Tract 48.01, District of Columbia, District of Columbia",1123,103,101,47,27,23,36,37,62,51,17,18,17,17,25,28,7,17,16,15,29,23,46,36,90,51,269,77,82,35,131,66,168,57
1500000US110010048021,110010048021,"Block Group 1, Census Tract 48.02, District of Columbia, District of Columbia",780,117,8,14,34,43,0,12,20,23,8,14,8,12,0,12,17,25,8,12,109,74,31,29,129,65,40,26,110,53,96,47,162,77
1500000US110010048022,110010048022,"Block Group 2, Census Tract 48.02, District of Columbia, District of Columbia",977,114,114,70,74,57,97,73,55,42,101,64,49,33,53,42,55,57,17,19,52,32,56,52,39,31,106,65,43,49,17,19,49,40
1500000US110010049011,110010049011,"Block Group 1, Census Tract 49.01, District of Columbia, District of Columbia",551,75,117,59,21,24,22,24,0,12,49,35,6,9,4,6,16,21,20,23,34,29,47,30,68,39,2,4,29,26,47,24,69,43
1500000US110010049012,110010049012,"Block Group 2, Census Tract 49.01, District of Columbia, District of Columbia",664,69,36,26,37,22,12,17,10,12,50,43,24,18,14,16,0,12,0,12,12,14,68,43,43,25,101,50,38,21,86,35,133,43
1500000US110010049021,110010049021,"Block Group 1, Census Tract 49.02, District of Columbia, District of Columbia",314,93,73,47,34,41,0,12,4,7,18,29,0,12,34,47,0,12,41,50,6,10,25,29,34,43,0,12,13,17,0,12,32,14
1500000US110010049022,110010049022,"Block Group 2, Census Tract 49.02, District of Columbia, District of Columbia",1122,120,59,52,70,74,25,22,8,12,18,28,65,71,31,55,46,36,41,56,32,25,23,21,47,34,111,49,91,45,214,78,241,69
1500000US110010050011,110010050011,"Block Group 1, Census Tract 50.01, District of Columbia, District of Columbia",387,80,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,19,25,0,12,25,32,31,16,85,42,70,57,64,38,93,35
1500000US110010050012,110010050012,"Block Group 2, Census Tract 50.01, District of Columbia, District of Columbia",558,83,6,11,9,10,28,27,5,8,0,12,5,7,4,7,7,12,4,6,0,12,42,23,127,90,69,43,71,47,76,41,105,46
1500000US110010050021,110010050021,"Block Group 1, Census Tract 50.02, District of Columbia, District of Columbia",1019,173,267,132,55,39,69,56,15,24,10,16,17,28,30,32,40,66,0,12,85,79,69,64,59,68,69,53,78,50,69,60,87,48
1500000US110010050022,110010050022,"Block Group 2, Census Tract 50.02, District of Columbia, District of Columbia",1215,180,33,32,18,20,0,12,0,12,8,12,10,15,0,12,23,38,13,20,73,80,87,79,247,118,114,72,124,66,194,76,271,96
1500000US110010050023,110010050023,"Block Group 3, Census Tract 50.02, District of Columbia, District of Columbia",588,170,19,30,26,38,0,12,0,12,0,12,73,120,10,16,41,67,11,17,14,22,0,12,142,92,30,34,40,31,84,67,98,66
1500000US110010050024,110010050024,"Block Group 4, Census Tract 50.02, District of Columbia, District of Columbia",724,139,56,53,53,85,80,74,0,12,0,12,0,12,32,59,22,36,82,65,0,12,182,95,84,68,31,35,23,26,39,60,40,37
1500000US110010052011,110010052011,"Block Group 1, Census Tract 52.01, District of Columbia, District of Columbia",1449,245,101,85,0,12,21,35,65,100,20,33,49,59,14,23,42,48,48,62,153,136,141,136,156,85,141,117,68,62,162,123,268,160
1500000US110010052012,110010052012,"Block Group 2, Census Tract 52.01, District of Columbia, District of Columbia",819,163,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,29,100,71,46,53,137,96,120,92,107,71,148,82,143,128
1500000US110010052013,110010052013,"Block Group 3, Census Tract 52.01, District of Columbia, District of Columbia",524,117,52,56,0,12,0,12,0,12,18,30,0,12,26,42,17,28,22,35,0,12,19,31,144,105,95,67,42,49,42,38,47,53
1500000US110010052014,110010052014,"Block Group 4, Census Tract 52.01, District of Columbia, District of Columbia",1162,204,219,161,0,12,27,45,0,12,0,12,0,12,43,55,0,12,0,12,0,12,44,50,139,153,85,71,143,91,107,76,355,116
1500000US110010053011,110010053011,"Block Group 1, Census Tract 53.01, District of Columbia, District of Columbia",576,108,35,43,0,12,0,12,0,12,0,12,5,8,0,12,57,72,24,36,58,49,32,32,81,58,51,32,75,63,100,55,58,54
1500000US110010053012,110010053012,"Block Group 2, Census Tract 53.01, District of Columbia, District of Columbia",838,125,42,38,0,12,0,12,10,16,14,23,53,46,29,33,27,32,0,12,19,30,0,12,132,88,92,47,83,60,108,85,229,104
1500000US110010053013,110010053013,"Block Group 3, Census Tract 53.01, District of Columbia, District of Columbia",1074,158,99,61,28,33,0,12,0,12,17,27,129,118,53,69,9,15,14,22,65,51,122,82,140,73,104,63,54,36,134,109,106,57
1500000US110010053014,110010053014,"Block Group 4, Census Tract 53.01, District of Columbia, District of Columbia",875,145,114,81,0,12,0,12,26,29,0,12,16,24,12,19,14,22,13,22,172,104,54,47,76,51,132,101,61,44,58,45,127,76
1500000US110010055001,110010055001,"Block Group 1, Census Tract 55, District of Columbia, District of Columbia",521,158,0,12,38,59,41,66,0,12,0,12,29,46,49,57,0,12,21,34,24,40,49,58,0,12,157,139,62,74,26,41,25,42
1500000US110010055002,110010055002,"Block Group 2, Census Tract 55, District of Columbia, District of Columbia",1536,253,59,52,20,32,0,12,0,12,63,74,20,34,0,12,15,26,0,12,176,113,117,92,266,149,128,90,123,84,145,105,404,141
1500000US110010055003,110010055003,"Block Group 3, Census Tract 55, District of Columbia, District of Columbia",1139,208,150,118,55,60,24,38,27,44,0,12,22,35,0,12,43,49,17,27,97,96,142,117,28,45,175,111,58,58,208,172,93,65
1500000US110010055004,110010055004,"Block Group 4, Census Tract 55, District of Columbia, District of Columbia",564,166,167,140,36,59,0,12,0,12,97,125,21,35,0,12,0,12,0,12,26,42,60,76,22,37,0,12,52,60,42,66,41,44
1500000US110010055005,110010055005,"Block Group 5, Census Tract 55, District of Columbia, District of Columbia",505,130,63,61,11,18,29,48,13,21,43,49,20,32,0,12,0,12,0,12,44,67,74,64,32,38,25,40,0,12,64,72,87,86
1500000US110010056001,110010056001,"Block Group 1, Census Tract 56, District of Columbia, District of Columbia",1309,162,217,98,98,87,89,83,8,13,42,40,44,43,29,35,49,44,60,48,133,99,59,47,107,94,114,88,46,43,133,93,81,52
1500000US110010056002,110010056002,"Block Group 2, Census Tract 56, District of Columbia, District of Columbia",897,170,127,113,99,106,18,28,0,12,0,12,0,12,0,12,15,25,13,21,61,63,40,38,9,18,126,66,36,37,77,68,276,96
1500000US110010056003,110010056003,"Block Group 3, Census Tract 56, District of Columbia, District of Columbia",629,144,100,80,13,21,13,20,44,41,11,19,22,38,0,12,0,12,28,39,19,31,49,60,66,63,0,12,96,93,105,93,63,46
1500000US110010056004,110010056004,"Block Group 4, Census Tract 56, District of Columbia, District of Columbia",507,156,70,50,42,34,12,19,75,121,13,20,0,12,0,12,11,17,22,25,8,19,32,36,31,52,29,34,95,53,32,34,35,48
1500000US110010058001,110010058001,"Block Group 1, Census Tract 58, District of Columbia, District of Columbia",805,116,32,42,8,12,0,12,0,12,11,16,0,12,28,23,18,17,0,12,15,16,44,24,66,38,93,56,153,76,99,51,238,67
1500000US110010058002,110010058002,"Block Group 2, Census Tract 58, District of Columbia, District of Columbia",964,103,125,67,0,12,12,19,30,24,7,10,28,34,8,14,30,25,0,12,36,34,36,38,73,39,88,34,135,57,128,56,228,71
1500000US110010059001,110010059001,"Block Group 1, Census Tract 59, District of Columbia, District of Columbia",1336,92,190,75,27,18,22,24,40,36,0,12,41,40,22,18,24,22,29,25,63,48,71,45,139,62,184,75,150,61,136,56,198,64
1500000US110010062021,110010062021,"Block Group 1, Census Tract 62.02, District of Columbia, District of Columbia",39,64,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,39,64,0,12
1500000US110010064001,110010064001,"Block Group 1, Census Tract 64, District of Columbia, District of Columbia",624,101,183,71,70,37,69,39,25,20,19,22,54,47,0,12,30,34,22,36,30,30,7,10,14,15,43,33,22,25,0,12,36,22
1500000US110010064002,110010064002,"Block Group 2, Census Tract 64, District of Columbia, District of Columbia",502,91,165,56,12,13,23,17,36,32,49,38,26,30,20,31,4,7,27,29,10,16,24,32,51,40,12,15,9,14,24,26,10,15
1500000US110010065001,110010065001,"Block Group 1, Census Tract 65, District of Columbia, District of Columbia",451,96,13,14,5,9,35,52,8,12,16,24,18,21,10,15,16,18,0,12,25,21,27,26,97,49,41,27,25,21,23,23,92,42
1500000US110010065002,110010065002,"Block Group 2, Census Tract 65, District of Columbia, District of Columbia",680,85,0,12,21,19,12,14,6,9,17,20,8,13,10,16,0,12,0,12,29,21,62,38,57,37,59,35,37,26,144,71,218,69
1500000US110010066001,110010066001,"Block Group 1, Census Tract 66, District of Columbia, District of Columbia",935,85,13,21,22,25,11,18,0,12,0,12,10,16,21,24,0,12,0,12,80,53,49,30,128,51,66,49,74,47,218,70,243,78
1500000US110010067001,110010067001,"Block Group 1, Census Tract 67, District of Columbia, District of Columbia",567,61,0,12,0,12,15,12,7,13,0,12,10,16,0,12,0,12,8,12,38,35,22,24,56,37,128,46,52,31,120,63,111,46
1500000US110010067002,110010067002,"Block Group 2, Census Tract 67, District of Columbia, District of Columbia",628,74,7,12,8,12,0,12,0,12,0,12,16,18,0,12,8,12,0,12,18,21,35,28,42,32,116,69,65,40,79,50,234,58
1500000US110010067003,110010067003,"Block Group 3, Census Tract 67, District of Columbia, District of Columbia",607,79,69,63,0,12,0,12,0,12,8,12,0,12,6,10,16,19,7,11,24,22,34,43,68,46,46,31,72,44,46,29,211,52
1500000US110010068011,110010068011,"Block Group 1, Census Tract 68.01, District of Columbia, District of Columbia",658,71,71,44,29,27,25,22,5,7,19,27,29,24,16,15,17,20,13,14,39,27,26,17,92,41,126,63,32,19,43,26,76,28
1500000US110010068012,110010068012,"Block Group 2, Census Tract 68.01, District of Columbia, District of Columbia",272,51,22,20,0,12,15,11,0,12,4,6,5,9,4,8,5,9,0,12,14,17,38,33,41,24,13,13,39,31,30,22,42,21
1500000US110010068021,110010068021,"Block Group 1, Census Tract 68.02, District of Columbia, District of Columbia",397,56,19,23,5,7,0,12,0,12,9,10,0,12,10,11,15,23,0,12,46,35,22,15,11,12,36,31,34,22,85,41,105,35
1500000US110010068022,110010068022,"Block Group 2, Census Tract 68.02, District of Columbia, District of Columbia",616,57,33,35,10,11,17,14,16,14,13,15,29,28,4,6,42,36,0,12,14,14,33,19,47,28,49,32,39,19,109,40,161,43
1500000US110010068041,110010068041,"Block Group 1, Census Tract 68.04, District of Columbia, District of Columbia",16,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3,6,0,12,0,12,0,12,13,22,0,12
1500000US110010069001,110010069001,"Block Group 1, Census Tract 69, District of Columbia, District of Columbia",843,88,62,47,30,37,27,24,39,46,35,27,18,21,16,19,0,12,6,9,34,34,69,57,78,50,90,50,55,32,113,44,171,65
1500000US110010069002,110010069002,"Block Group 2, Census Tract 69, District of Columbia, District of Columbia",325,60,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,33,25,0,12,0,12,68,48,36,30,56,30,132,59
1500000US110010070001,110010070001,"Block Group 1, Census Tract 70, District of Columbia, District of Columbia",696,84,9,14,9,14,10,16,0,12,0,12,10,15,0,12,9,13,0,12,28,25,82,48,69,38,96,46,91,46,125,66,158,56
1500000US110010070002,110010070002,"Block Group 2, Census Tract 70, District of Columbia, District of Columbia",441,75,10,15,0,12,0,12,8,13,0,12,0,12,0,12,0,12,21,22,31,28,90,60,25,23,88,58,19,21,72,38,77,38
1500000US110010071001,110010071001,"Block Group 1, Census Tract 71, District of Columbia, District of Columbia",274,92,17,22,0,12,34,50,9,14,0,12,0,12,0,12,26,40,9,13,35,42,23,39,21,22,16,16,7,12,49,43,28,28
1500000US110010071002,110010071002,"Block Group 2, Census Tract 71, District of Columbia, District of Columbia",1082,85,143,89,106,59,59,45,30,34,51,67,30,36,8,14,16,19,30,27,23,21,60,42,97,51,107,44,97,55,84,45,141,41
1500000US110010072001,110010072001,"Block Group 1, Census Tract 72, District of Columbia, District of Columbia",1761,94,78,51,26,35,40,44,0,12,22,33,26,42,7,12,38,33,25,26,75,48,114,52,304,101,241,87,214,68,327,86,224,79
1500000US110010072002,110010072002,"Block Group 2, Census Tract 72, District of Columbia, District of Columbia",721,78,84,51,91,42,48,42,16,25,8,15,7,10,9,13,53,42,28,26,54,45,31,25,105,51,37,29,44,29,45,37,61,42
1500000US110010073011,110010073011,"Block Group 1, Census Tract 73.01, District of Columbia, District of Columbia",1211,97,24,22,0,12,8,12,14,14,51,42,58,39,79,57,53,47,55,41,65,46,134,67,236,68,73,39,141,79,113,56,107,55
1500000US110010073041,110010073041,"Block Group 1, Census Tract 73.04, District of Columbia, District of Columbia",726,80,196,90,43,36,44,49,49,45,55,50,28,31,0,12,35,33,55,45,38,37,76,47,20,24,42,31,24,30,0,12,21,22
1500000US110010073042,110010073042,"Block Group 2, Census Tract 73.04, District of Columbia, District of Columbia",319,63,55,49,35,37,7,12,0,12,0,12,27,34,18,29,29,27,0,12,0,12,76,48,25,21,0,12,20,22,21,32,6,10
1500000US110010073043,110010073043,"Block Group 3, Census Tract 73.04, District of Columbia, District of Columbia",158,61,40,46,10,14,27,38,0,12,7,11,11,16,0,12,11,17,0,12,0,12,23,33,29,35,0,12,0,12,0,12,0,12
1500000US110010074011,110010074011,"Block Group 1, Census Tract 74.01, District of Columbia, District of Columbia",423,57,133,57,109,43,31,27,11,12,21,24,27,24,31,29,0,12,8,12,5,8,17,21,4,8,16,18,4,7,6,8,0,12
1500000US110010074012,110010074012,"Block Group 2, Census Tract 74.01, District of Columbia, District of Columbia",485,76,205,62,15,13,66,34,80,36,35,25,6,9,19,21,0,12,6,9,26,27,0,12,21,21,0,12,0,12,6,8,0,12
1500000US110010074031,110010074031,"Block Group 1, Census Tract 74.03, District of Columbia, District of Columbia",1090,78,276,105,151,77,55,43,66,52,35,41,124,68,86,71,32,39,51,48,64,56,50,45,74,74,10,16,16,24,0,12,0,12
1500000US110010074041,110010074041,"Block Group 1, Census Tract 74.04, District of Columbia, District of Columbia",690,173,100,82,74,57,82,101,85,93,44,57,81,74,21,23,59,69,9,15,15,17,50,46,41,60,0,12,8,12,0,12,21,27
1500000US110010074042,110010074042,"Block Group 2, Census Tract 74.04, District of Columbia, District of Columbia",434,148,25,39,19,28,38,51,0,12,0,12,0,12,10,16,37,43,25,45,38,59,54,53,60,58,7,12,0,12,0,12,121,88
1500000US110010074043,110010074043,"Block Group 3, Census Tract 74.04, District of Columbia, District of Columbia",62,42,18,29,17,28,0,12,0,12,7,15,0,12,0,12,0,12,0,12,0,12,20,32,0,12,0,12,0,12,0,12,0,12
1500000US110010074061,110010074061,"Block Group 1, Census Tract 74.06, District of Columbia, District of Columbia",516,107,89,55,20,33,36,29,25,30,0,12,38,34,8,13,34,37,46,51,84,79,64,61,37,40,15,17,20,24,0,12,0,12
1500000US110010074062,110010074062,"Block Group 2, Census Tract 74.06, District of Columbia, District of Columbia",384,104,75,46,175,97,9,17,14,16,7,12,7,12,7,11,46,44,0,12,18,20,8,13,18,30,0,12,0,12,0,12,0,12
1500000US110010074071,110010074071,"Block Group 1, Census Tract 74.07, District of Columbia, District of Columbia",303,71,66,52,0,12,36,44,23,37,22,25,0,12,31,37,33,30,0,12,10,15,56,35,7,11,0,12,10,17,9,15,0,12
1500000US110010074072,110010074072,"Block Group 2, Census Tract 74.07, District of Columbia, District of Columbia",991,86,147,72,93,58,41,36,50,45,48,54,109,64,16,26,97,59,0,12,34,42,139,75,97,55,51,54,22,24,0,12,47,37
1500000US110010074081,110010074081,"Block Group 1, Census Tract 74.08, District of Columbia, District of Columbia",1102,93,296,102,56,48,131,69,128,80,114,69,58,55,51,57,38,36,7,12,52,37,47,40,69,57,25,28,23,25,7,11,0,12
1500000US110010074091,110010074091,"Block Group 1, Census Tract 74.09, District of Columbia, District of Columbia",433,87,8,13,36,35,31,28,15,18,50,52,64,66,36,33,88,61,33,48,28,30,33,36,0,12,0,12,0,12,11,19,0,12
1500000US110010074092,110010074092,"Block Group 2, Census Tract 74.09, District of Columbia, District of Columbia",515,95,146,85,36,47,55,45,18,33,0,12,0,12,22,28,20,24,14,16,56,51,0,12,110,65,8,13,30,40,0,12,0,12
1500000US110010074093,110010074093,"Block Group 3, Census Tract 74.09, District of Columbia, District of Columbia",597,105,116,65,73,59,15,22,24,27,37,40,43,35,67,65,23,37,60,67,96,87,0,12,22,34,0,12,21,34,0,12,0,12
1500000US110010075021,110010075021,"Block Group 1, Census Tract 75.02, District of Columbia, District of Columbia",1012,130,288,117,13,21,89,70,50,41,120,96,33,29,78,63,68,62,0,12,75,62,51,44,106,83,19,21,0,12,22,24,0,12
1500000US110010075022,110010075022,"Block Group 2, Census Tract 75.02, District of Columbia, District of Columbia",796,140,241,106,87,51,61,44,74,62,8,13,26,24,45,51,0,12,47,65,34,42,55,41,39,37,40,29,0,12,39,51,0,12
1500000US110010075031,110010075031,"Block Group 1, Census Tract 75.03, District of Columbia, District of Columbia",327,63,68,33,57,37,9,14,4,7,30,20,20,19,0,12,5,7,24,19,15,21,38,33,12,14,18,23,11,17,0,12,16,17
1500000US110010075032,110010075032,"Block Group 2, Census Tract 75.03, District of Columbia, District of Columbia",622,66,132,43,79,46,8,13,61,46,33,34,13,17,54,39,37,29,26,19,17,23,76,51,38,32,22,23,4,7,15,17,7,10
1500000US110010075041,110010075041,"Block Group 1, Census Tract 75.04, District of Columbia, District of Columbia",1084,104,264,106,155,71,144,62,117,65,10,15,26,31,21,32,34,39,20,31,66,49,11,17,47,46,51,36,27,43,27,26,64,52
1500000US110010076011,110010076011,"Block Group 1, Census Tract 76.01, District of Columbia, District of Columbia",443,129,0,12,46,53,0,12,62,65,77,76,10,15,74,67,31,38,17,27,43,57,7,12,9,14,16,26,9,16,30,46,12,24
1500000US110010076012,110010076012,"Block Group 2, Census Tract 76.01, District of Columbia, District of Columbia",168,63,56,53,0,12,15,22,7,12,0,12,9,15,0,12,0,12,10,15,0,12,11,18,21,23,8,12,22,24,9,16,0,12
1500000US110010076013,110010076013,"Block Group 3, Census Tract 76.01, District of Columbia, District of Columbia",731,134,167,97,20,23,41,39,40,51,23,26,28,31,34,53,39,49,26,29,42,34,82,66,68,48,23,26,34,42,27,39,37,40
1500000US110010076014,110010076014,"Block Group 4, Census Tract 76.01, District of Columbia, District of Columbia",316,123,41,46,41,42,24,37,0,12,55,71,26,27,49,55,0,12,0,12,12,21,18,30,26,42,16,19,8,14,0,12,0,12
1500000US110010076015,110010076015,"Block Group 5, Census Tract 76.01, District of Columbia, District of Columbia",372,130,59,64,50,49,30,35,34,48,50,59,19,30,0,12,0,12,10,17,7,11,63,65,16,19,9,15,0,12,25,31,0,12
1500000US110010076031,110010076031,"Block Group 1, Census Tract 76.03, District of Columbia, District of Columbia",931,219,93,120,27,31,91,72,101,98,205,166,26,31,0,12,15,25,53,48,31,35,105,120,119,73,46,45,0,12,19,24,0,12
1500000US110010076032,110010076032,"Block Group 2, Census Tract 76.03, District of Columbia, District of Columbia",240,119,17,29,0,12,0,12,0,12,0,12,36,33,31,28,0,12,89,99,12,20,0,12,0,12,0,12,27,35,8,13,20,27
1500000US110010076033,110010076033,"Block Group 3, Census Tract 76.03, District of Columbia, District of Columbia",217,70,0,12,0,12,10,17,31,45,0,12,8,14,5,11,0,12,0,12,23,23,0,12,12,19,17,27,41,57,46,37,24,30
1500000US110010076034,110010076034,"Block Group 4, Census Tract 76.03, District of Columbia, District of Columbia",720,209,176,151,17,27,14,23,0,12,16,25,43,48,0,12,48,55,34,42,53,77,159,139,0,12,122,127,16,24,22,35,0,12
1500000US110010076041,110010076041,"Block Group 1, Census Tract 76.04, District of Columbia, District of Columbia",638,124,132,75,32,31,70,44,36,27,63,69,0,12,0,12,35,57,21,23,46,33,67,56,55,55,34,38,0,12,38,53,9,15
1500000US110010076042,110010076042,"Block Group 2, Census Tract 76.04, District of Columbia, District of Columbia",594,102,6,10,33,39,0,12,28,26,19,28,16,18,8,12,0,12,23,23,55,34,71,64,113,64,82,36,64,42,51,34,25,26
1500000US110010076043,110010076043,"Block Group 3, Census Tract 76.04, District of Columbia, District of Columbia",577,121,48,44,51,41,24,37,11,19,41,41,43,48,65,59,63,62,11,17,12,19,79,58,66,62,34,35,0,12,7,12,22,26
